"knot_id" "number_of_crossings" "is_alternating" "signature" "s-value"
"1480" "KhPolQ_K12n_502!" 12 0 8 -8
"1481" "KhPolQ_K12n_503" 12 0 -6 6
"1482" "KhPolQ_K12n_503!" 12 0 6 -6
"1483" "KhPolQ_K12n_504" 12 0 0 0
"1484" "KhPolQ_K12n_504!" 12 0 0 0
"1485" "KhPolQ_K12n_505" 12 0 2 -2
"1486" "KhPolQ_K12n_505!" 12 0 -2 2
"1487" "KhPolQ_K12n_506" 12 0 -2 2
"1488" "KhPolQ_K12n_506!" 12 0 2 -2
"1489" "KhPolQ_K12n_507" 12 0 2 -2
"1490" "KhPolQ_K12n_507!" 12 0 -2 2
"1491" "KhPolQ_K12n_508" 12 0 -4 4
"1492" "KhPolQ_K12n_508!" 12 0 4 -4
"1493" "KhPolQ_K12n_509" 12 0 -4 4
"1494" "KhPolQ_K12n_509!" 12 0 4 -4
"1495" "KhPolQ_K12n_510" 12 0 4 -4
"1496" "KhPolQ_K12n_510!" 12 0 -4 4
"1497" "KhPolQ_K12n_511" 12 0 0 0
"1498" "KhPolQ_K12n_511!" 12 0 0 0
"1499" "KhPolQ_K12n_512" 12 0 2 -2
"1500" "KhPolQ_K12n_512!" 12 0 -2 2
"1501" "KhPolQ_K12n_513" 12 0 -4 4
"1502" "KhPolQ_K12n_513!" 12 0 4 -4
"1503" "KhPolQ_K12n_514" 12 0 2 -2
"1504" "KhPolQ_K12n_514!" 12 0 -2 2
"1505" "KhPolQ_K12n_515" 12 0 -4 4
"1506" "KhPolQ_K12n_515!" 12 0 4 -4
"1507" "KhPolQ_K12n_516" 12 0 -4 4
"1508" "KhPolQ_K12n_516!" 12 0 4 -4
"1509" "KhPolQ_K12n_517" 12 0 0 0
"1510" "KhPolQ_K12n_517!" 12 0 0 0
"1511" "KhPolQ_K12n_518" 12 0 -6 8
"1512" "KhPolQ_K12n_518!" 12 0 6 -8
"1513" "KhPolQ_K12n_519" 12 0 2 0
"1514" "KhPolQ_K12n_519!" 12 0 -2 0
"1515" "KhPolQ_K12n_520" 12 0 2 -2
"1516" "KhPolQ_K12n_520!" 12 0 -2 2
"1517" "KhPolQ_K12n_521" 12 0 -2 2
"1518" "KhPolQ_K12n_521!" 12 0 2 -2
"1519" "KhPolQ_K12n_522" 12 0 2 -2
"1520" "KhPolQ_K12n_522!" 12 0 -2 2
"1521" "KhPolQ_K12n_523" 12 0 0 -2
"1522" "KhPolQ_K12n_523!" 12 0 0 2
"1523" "KhPolQ_K12n_524" 12 0 -2 2
"1524" "KhPolQ_K12n_524!" 12 0 2 -2
"1525" "KhPolQ_K12n_525" 12 0 0 0
"1526" "KhPolQ_K12n_525!" 12 0 0 0
"1527" "KhPolQ_K12n_526" 12 0 -4 4
"1528" "KhPolQ_K12n_526!" 12 0 4 -4
"1529" "KhPolQ_K12n_527" 12 0 -4 4
"1530" "KhPolQ_K12n_527!" 12 0 4 -4
"1531" "KhPolQ_K12n_528" 12 0 4 -6
"1532" "KhPolQ_K12n_528!" 12 0 -4 6
"1533" "KhPolQ_K12n_529" 12 0 -2 2
"1534" "KhPolQ_K12n_529!" 12 0 2 -2
"1535" "KhPolQ_K12n_530" 12 0 -2 2
"1536" "KhPolQ_K12n_530!" 12 0 2 -2
"1537" "KhPolQ_K12n_531" 12 0 0 0
"1538" "KhPolQ_K12n_531!" 12 0 0 0
"1539" "KhPolQ_K12n_532" 12 0 0 0
"1540" "KhPolQ_K12n_532!" 12 0 0 0
"1541" "KhPolQ_K12n_533" 12 0 -2 2
"1542" "KhPolQ_K12n_533!" 12 0 2 -2
"1543" "KhPolQ_K12n_534" 12 0 0 0
"1544" "KhPolQ_K12n_534!" 12 0 0 0
"1545" "KhPolQ_K12n_535" 12 0 2 -2
"1546" "KhPolQ_K12n_535!" 12 0 -2 2
"1547" "KhPolQ_K12n_536" 12 0 0 0
"1548" "KhPolQ_K12n_536!" 12 0 0 0
"1549" "KhPolQ_K12n_537" 12 0 -2 2
"1550" "KhPolQ_K12n_537!" 12 0 2 -2
"1551" "KhPolQ_K12n_538" 12 0 -4 4
"1552" "KhPolQ_K12n_538!" 12 0 4 -4
"1553" "KhPolQ_K12n_539" 12 0 -2 2
"1554" "KhPolQ_K12n_539!" 12 0 2 -2
"1555" "KhPolQ_K12n_540" 12 0 -2 2
"1556" "KhPolQ_K12n_540!" 12 0 2 -2
"1557" "KhPolQ_K12n_541" 12 0 2 -2
"1558" "KhPolQ_K12n_541!" 12 0 -2 2
"1559" "KhPolQ_K12n_542" 12 0 2 -2
"1560" "KhPolQ_K12n_542!" 12 0 -2 2
"1561" "KhPolQ_K12n_543" 12 0 2 -2
"1562" "KhPolQ_K12n_543!" 12 0 -2 2
"1563" "KhPolQ_K12n_544" 12 0 -2 2
"1564" "KhPolQ_K12n_544!" 12 0 2 -2
"1565" "KhPolQ_K12n_545" 12 0 -4 4
"1566" "KhPolQ_K12n_545!" 12 0 4 -4
"1567" "KhPolQ_K12n_546" 12 0 2 -2
"1568" "KhPolQ_K12n_546!" 12 0 -2 2
"1569" "KhPolQ_K12n_547" 12 0 0 0
"1570" "KhPolQ_K12n_547!" 12 0 0 0
"1571" "KhPolQ_K12n_548" 12 0 0 0
"1572" "KhPolQ_K12n_548!" 12 0 0 0
"1573" "KhPolQ_K12n_549" 12 0 -2 4
"1574" "KhPolQ_K12n_549!" 12 0 2 -4
"1575" "KhPolQ_K12n_550" 12 0 0 0
"1576" "KhPolQ_K12n_550!" 12 0 0 0
"1577" "KhPolQ_K12n_551" 12 0 -4 4
"1578" "KhPolQ_K12n_551!" 12 0 4 -4
"1579" "KhPolQ_K12n_552" 12 0 0 0
"1580" "KhPolQ_K12n_552!" 12 0 0 0
"1581" "KhPolQ_K12n_553" 12 0 0 0
"1582" "KhPolQ_K12n_553!" 12 0 0 0
"1583" "KhPolQ_K12n_554" 12 0 2 -2
"1584" "KhPolQ_K12n_554!" 12 0 -2 2
"1585" "KhPolQ_K12n_555" 12 0 2 -2
"1586" "KhPolQ_K12n_555!" 12 0 -2 2
"1587" "KhPolQ_K12n_556" 12 0 0 0
"1588" "KhPolQ_K12n_556!" 12 0 0 0
"1589" "KhPolQ_K12n_557" 12 0 -4 4
"1590" "KhPolQ_K12n_557!" 12 0 4 -4
"1591" "KhPolQ_K12n_558" 12 0 -2 2
"1592" "KhPolQ_K12n_558!" 12 0 2 -2
"1593" "KhPolQ_K12n_559" 12 0 -4 4
"1594" "KhPolQ_K12n_559!" 12 0 4 -4
"1595" "KhPolQ_K12n_560" 12 0 0 0
"1596" "KhPolQ_K12n_560!" 12 0 0 0
"1597" "KhPolQ_K12n_561" 12 0 -2 2
"1598" "KhPolQ_K12n_561!" 12 0 2 -2
"1599" "KhPolQ_K12n_562" 12 0 -2 2
"1600" "KhPolQ_K12n_562!" 12 0 2 -2
"1601" "KhPolQ_K12n_563" 12 0 -2 2
"1602" "KhPolQ_K12n_563!" 12 0 2 -2
"1603" "KhPolQ_K12n_564" 12 0 2 -2
"1604" "KhPolQ_K12n_564!" 12 0 -2 2
"1605" "KhPolQ_K12n_565" 12 0 4 -4
"1606" "KhPolQ_K12n_565!" 12 0 -4 4
"1607" "KhPolQ_K12n_566" 12 0 2 -2
"1608" "KhPolQ_K12n_566!" 12 0 -2 2
"1609" "KhPolQ_K12n_567" 12 0 0 0
"1610" "KhPolQ_K12n_567!" 12 0 0 0
"1611" "KhPolQ_K12n_568" 12 0 -2 2
"1612" "KhPolQ_K12n_568!" 12 0 2 -2
"1613" "KhPolQ_K12n_569" 12 0 2 -2
"1614" "KhPolQ_K12n_569!" 12 0 -2 2
"1615" "KhPolQ_K12n_570" 12 0 4 -4
"1616" "KhPolQ_K12n_570!" 12 0 -4 4
"1617" "KhPolQ_K12n_571" 12 0 2 -2
"1618" "KhPolQ_K12n_571!" 12 0 -2 2
"1619" "KhPolQ_K12n_572" 12 0 2 -2
"1620" "KhPolQ_K12n_572!" 12 0 -2 2
"1621" "KhPolQ_K12n_573" 12 0 0 0
"1622" "KhPolQ_K12n_573!" 12 0 0 0
"1623" "KhPolQ_K12n_574" 12 0 -8 10
"1624" "KhPolQ_K12n_574!" 12 0 8 -10
"1625" "KhPolQ_K12n_575" 12 0 -6 8
"1626" "KhPolQ_K12n_575!" 12 0 6 -8
"1627" "KhPolQ_K12n_576" 12 0 -8 8
"1628" "KhPolQ_K12n_576!" 12 0 8 -8
"1629" "KhPolQ_K12n_577" 12 0 -2 2
"1630" "KhPolQ_K12n_577!" 12 0 2 -2
"1631" "KhPolQ_K12n_578" 12 0 0 0
"1632" "KhPolQ_K12n_578!" 12 0 0 0
"1633" "KhPolQ_K12n_579" 12 0 0 0
"1634" "KhPolQ_K12n_579!" 12 0 0 0
"1635" "KhPolQ_K12n_580" 12 0 0 0
"1636" "KhPolQ_K12n_580!" 12 0 0 0
"1637" "KhPolQ_K12n_581" 12 0 -6 6
"1638" "KhPolQ_K12n_581!" 12 0 6 -6
"1639" "KhPolQ_K12n_582" 12 0 0 0
"1640" "KhPolQ_K12n_582!" 12 0 0 0
"1641" "KhPolQ_K12n_583" 12 0 -2 2
"1642" "KhPolQ_K12n_583!" 12 0 2 -2
"1643" "KhPolQ_K12n_584" 12 0 -2 2
"1644" "KhPolQ_K12n_584!" 12 0 2 -2
"1645" "KhPolQ_K12n_585" 12 0 -6 6
"1646" "KhPolQ_K12n_585!" 12 0 6 -6
"1647" "KhPolQ_K12n_586" 12 0 0 0
"1648" "KhPolQ_K12n_586!" 12 0 0 0
"1649" "KhPolQ_K12n_587" 12 0 0 0
"1650" "KhPolQ_K12n_587!" 12 0 0 0
"1651" "KhPolQ_K12n_588" 12 0 0 0
"1652" "KhPolQ_K12n_588!" 12 0 0 0
"1653" "KhPolQ_K12n_589" 12 0 -4 4
"1654" "KhPolQ_K12n_589!" 12 0 4 -4
"1655" "KhPolQ_K12n_590" 12 0 -6 6
"1656" "KhPolQ_K12n_590!" 12 0 6 -6
"1657" "KhPolQ_K12n_591" 12 0 -6 8
"1658" "KhPolQ_K12n_591!" 12 0 6 -8
"1659" "KhPolQ_K12n_592" 12 0 4 -4
"1660" "KhPolQ_K12n_592!" 12 0 -4 4
"1661" "KhPolQ_K12n_593" 12 0 -4 4
"1662" "KhPolQ_K12n_593!" 12 0 4 -4
"1663" "KhPolQ_K12n_594" 12 0 -4 6
"1664" "KhPolQ_K12n_594!" 12 0 4 -6
"1665" "KhPolQ_K12n_595" 12 0 2 -2
"1666" "KhPolQ_K12n_595!" 12 0 -2 2
"1667" "KhPolQ_K12n_596" 12 0 2 -2
"1668" "KhPolQ_K12n_596!" 12 0 -2 2
"1669" "KhPolQ_K12n_597" 12 0 -2 2
"1670" "KhPolQ_K12n_597!" 12 0 2 -2
"1671" "KhPolQ_K12n_598" 12 0 -2 2
"1672" "KhPolQ_K12n_598!" 12 0 2 -2
"1673" "KhPolQ_K12n_599" 12 0 -2 2
"1674" "KhPolQ_K12n_599!" 12 0 2 -2
"1675" "KhPolQ_K12n_600" 12 0 -6 6
"1676" "KhPolQ_K12n_600!" 12 0 6 -6
"1677" "KhPolQ_K12n_601" 12 0 -2 2
"1678" "KhPolQ_K12n_601!" 12 0 2 -2
"1679" "KhPolQ_K12n_602" 12 0 -2 2
"1680" "KhPolQ_K12n_602!" 12 0 2 -2
"1681" "KhPolQ_K12n_603" 12 0 -6 6
"1682" "KhPolQ_K12n_603!" 12 0 6 -6
"1683" "KhPolQ_K12n_604" 12 0 4 -4
"1684" "KhPolQ_K12n_604!" 12 0 -4 4
"1685" "KhPolQ_K12n_605" 12 0 0 0
"1686" "KhPolQ_K12n_605!" 12 0 0 0
"1687" "KhPolQ_K12n_606" 12 0 2 -2
"1688" "KhPolQ_K12n_606!" 12 0 -2 2
"1689" "KhPolQ_K12n_607" 12 0 2 -2
"1690" "KhPolQ_K12n_607!" 12 0 -2 2
"1691" "KhPolQ_K12n_608" 12 0 0 0
"1692" "KhPolQ_K12n_608!" 12 0 0 0
"1693" "KhPolQ_K12n_609" 12 0 -4 4
"1694" "KhPolQ_K12n_609!" 12 0 4 -4
"1695" "KhPolQ_K12n_610" 12 0 0 0
"1696" "KhPolQ_K12n_610!" 12 0 0 0
"1697" "KhPolQ_K12n_611" 12 0 -2 2
"1698" "KhPolQ_K12n_611!" 12 0 2 -2
"1699" "KhPolQ_K12n_612" 12 0 -2 2
"1700" "KhPolQ_K12n_612!" 12 0 2 -2
"1701" "KhPolQ_K12n_613" 12 0 0 0
"1702" "KhPolQ_K12n_613!" 12 0 0 0
"1703" "KhPolQ_K12n_614" 12 0 0 0
"1704" "KhPolQ_K12n_614!" 12 0 0 0
"1705" "KhPolQ_K12n_615" 12 0 -2 2
"1706" "KhPolQ_K12n_615!" 12 0 2 -2
"1707" "KhPolQ_K12n_616" 12 0 0 0
"1708" "KhPolQ_K12n_616!" 12 0 0 0
"1709" "KhPolQ_K12n_617" 12 0 4 -4
"1710" "KhPolQ_K12n_617!" 12 0 -4 4
"1711" "KhPolQ_K12n_618" 12 0 -2 2
"1712" "KhPolQ_K12n_618!" 12 0 2 -2
"1713" "KhPolQ_K12n_619" 12 0 4 -4
"1714" "KhPolQ_K12n_619!" 12 0 -4 4
"1715" "KhPolQ_K12n_620" 12 0 -2 2
"1716" "KhPolQ_K12n_620!" 12 0 2 -2
"1717" "KhPolQ_K12n_621" 12 0 2 -2
"1718" "KhPolQ_K12n_621!" 12 0 -2 2
"1719" "KhPolQ_K12n_622" 12 0 -2 2
"1720" "KhPolQ_K12n_622!" 12 0 2 -2
"1721" "KhPolQ_K12n_623" 12 0 -4 4
"1722" "KhPolQ_K12n_623!" 12 0 4 -4
"1723" "KhPolQ_K12n_624" 12 0 -4 6
"1724" "KhPolQ_K12n_624!" 12 0 4 -6
"1725" "KhPolQ_K12n_625" 12 0 2 -2
"1726" "KhPolQ_K12n_625!" 12 0 -2 2
"1727" "KhPolQ_K12n_626" 12 0 4 -4
"1728" "KhPolQ_K12n_626!" 12 0 -4 4
"1729" "KhPolQ_K12n_627" 12 0 0 0
"1730" "KhPolQ_K12n_627!" 12 0 0 0
"1731" "KhPolQ_K12n_628" 12 0 0 0
"1732" "KhPolQ_K12n_628!" 12 0 0 0
"1733" "KhPolQ_K12n_629" 12 0 2 -2
"1734" "KhPolQ_K12n_629!" 12 0 -2 2
"1735" "KhPolQ_K12n_630" 12 0 -2 0
"1736" "KhPolQ_K12n_630!" 12 0 2 0
"1737" "KhPolQ_K12n_631" 12 0 0 0
"1738" "KhPolQ_K12n_631!" 12 0 0 0
"1739" "KhPolQ_K12n_632" 12 0 2 -2
"1740" "KhPolQ_K12n_632!" 12 0 -2 2
"1741" "KhPolQ_K12n_633" 12 0 0 0
"1742" "KhPolQ_K12n_633!" 12 0 0 0
"1743" "KhPolQ_K12n_634" 12 0 -2 0
"1744" "KhPolQ_K12n_634!" 12 0 2 0
"1745" "KhPolQ_K12n_635" 12 0 0 0
"1746" "KhPolQ_K12n_635!" 12 0 0 0
"1747" "KhPolQ_K12n_636" 12 0 0 0
"1748" "KhPolQ_K12n_636!" 12 0 0 0
"1749" "KhPolQ_K12n_637" 12 0 -2 2
"1750" "KhPolQ_K12n_637!" 12 0 2 -2
"1751" "KhPolQ_K12n_638" 12 0 -6 6
"1752" "KhPolQ_K12n_638!" 12 0 6 -6
"1753" "KhPolQ_K12n_639" 12 0 -6 6
"1754" "KhPolQ_K12n_639!" 12 0 6 -6
"1755" "KhPolQ_K12n_640" 12 0 -6 8
"1756" "KhPolQ_K12n_640!" 12 0 6 -8
"1757" "KhPolQ_K12n_641" 12 0 4 -4
"1758" "KhPolQ_K12n_641!" 12 0 -4 4
"1759" "KhPolQ_K12n_642" 12 0 2 -4
"1760" "KhPolQ_K12n_642!" 12 0 -2 4
"1761" "KhPolQ_K12n_643" 12 0 -4 4
"1762" "KhPolQ_K12n_643!" 12 0 4 -4
"1763" "KhPolQ_K12n_644" 12 0 -6 6
"1764" "KhPolQ_K12n_644!" 12 0 6 -6
"1765" "KhPolQ_K12n_645" 12 0 2 -2
"1766" "KhPolQ_K12n_645!" 12 0 -2 2
"1767" "KhPolQ_K12n_646" 12 0 -2 2
"1768" "KhPolQ_K12n_646!" 12 0 2 -2
"1769" "KhPolQ_K12n_647" 12 0 -6 8
"1770" "KhPolQ_K12n_647!" 12 0 6 -8
"1771" "KhPolQ_K12n_648" 12 0 -6 6
"1772" "KhPolQ_K12n_648!" 12 0 6 -6
"1773" "KhPolQ_K12n_649" 12 0 -4 4
"1774" "KhPolQ_K12n_649!" 12 0 4 -4
"1775" "KhPolQ_K12n_650" 12 0 0 0
"1776" "KhPolQ_K12n_650!" 12 0 0 0
"1777" "KhPolQ_K12n_651" 12 0 -2 2
"1778" "KhPolQ_K12n_651!" 12 0 2 -2
"1779" "KhPolQ_K12n_652" 12 0 -2 2
"1780" "KhPolQ_K12n_652!" 12 0 2 -2
"1781" "KhPolQ_K12n_653" 12 0 -6 6
"1782" "KhPolQ_K12n_653!" 12 0 6 -6
"1783" "KhPolQ_K12n_654" 12 0 -4 4
"1784" "KhPolQ_K12n_654!" 12 0 4 -4
"1785" "KhPolQ_K12n_655" 12 0 -6 6
"1786" "KhPolQ_K12n_655!" 12 0 6 -6
"1787" "KhPolQ_K12n_656" 12 0 2 -2
"1788" "KhPolQ_K12n_656!" 12 0 -2 2
"1789" "KhPolQ_K12n_657" 12 0 0 0
"1790" "KhPolQ_K12n_657!" 12 0 0 0
"1791" "KhPolQ_K12n_658" 12 0 -4 4
"1792" "KhPolQ_K12n_658!" 12 0 4 -4
"1793" "KhPolQ_K12n_659" 12 0 -4 4
"1794" "KhPolQ_K12n_659!" 12 0 4 -4
"1795" "KhPolQ_K12n_660" 12 0 4 -6
"1796" "KhPolQ_K12n_660!" 12 0 -4 6
"1797" "KhPolQ_K12n_661" 12 0 -4 4
"1798" "KhPolQ_K12n_661!" 12 0 4 -4
"1799" "KhPolQ_K12n_662" 12 0 -2 2
"1800" "KhPolQ_K12n_662!" 12 0 2 -2
"1801" "KhPolQ_K12n_663" 12 0 -2 2
"1802" "KhPolQ_K12n_663!" 12 0 2 -2
"1803" "KhPolQ_K12n_664" 12 0 0 0
"1804" "KhPolQ_K12n_664!" 12 0 0 0
"1805" "KhPolQ_K12n_665" 12 0 2 -2
"1806" "KhPolQ_K12n_665!" 12 0 -2 2
"1807" "KhPolQ_K12n_666" 12 0 -4 4
"1808" "KhPolQ_K12n_666!" 12 0 4 -4
"1809" "KhPolQ_K12n_667" 12 0 -2 2
"1810" "KhPolQ_K12n_667!" 12 0 2 -2
"1811" "KhPolQ_K12n_668" 12 0 -4 4
"1812" "KhPolQ_K12n_668!" 12 0 4 -4
"1813" "KhPolQ_K12n_669" 12 0 -2 2
"1814" "KhPolQ_K12n_669!" 12 0 2 -2
"1815" "KhPolQ_K12n_670" 12 0 0 0
"1816" "KhPolQ_K12n_670!" 12 0 0 0
"1817" "KhPolQ_K12n_671" 12 0 -6 6
"1818" "KhPolQ_K12n_671!" 12 0 6 -6
"1819" "KhPolQ_K12n_672" 12 0 2 -2
"1820" "KhPolQ_K12n_672!" 12 0 -2 2
"1821" "KhPolQ_K12n_673" 12 0 0 -2
"1822" "KhPolQ_K12n_673!" 12 0 0 2
"1823" "KhPolQ_K12n_674" 12 0 -6 6
"1824" "KhPolQ_K12n_674!" 12 0 6 -6
"1825" "KhPolQ_K12n_675" 12 0 0 0
"1826" "KhPolQ_K12n_675!" 12 0 0 0
"1827" "KhPolQ_K12n_676" 12 0 0 0
"1828" "KhPolQ_K12n_676!" 12 0 0 0
"1829" "KhPolQ_K12n_677" 12 0 -4 4
"1830" "KhPolQ_K12n_677!" 12 0 4 -4
"1831" "KhPolQ_K12n_678" 12 0 -2 2
"1832" "KhPolQ_K12n_678!" 12 0 2 -2
"1833" "KhPolQ_K12n_679" 12 0 -8 10
"1834" "KhPolQ_K12n_679!" 12 0 8 -10
"1835" "KhPolQ_K12n_680" 12 0 -6 8
"1836" "KhPolQ_K12n_680!" 12 0 6 -8
"1837" "KhPolQ_K12n_681" 12 0 0 0
"1838" "KhPolQ_K12n_681!" 12 0 0 0
"1839" "KhPolQ_K12n_682" 12 0 -6 6
"1840" "KhPolQ_K12n_682!" 12 0 6 -6
"1841" "KhPolQ_K12n_683" 12 0 4 -4
"1842" "KhPolQ_K12n_683!" 12 0 -4 4
"1843" "KhPolQ_K12n_684" 12 0 4 -4
"1844" "KhPolQ_K12n_684!" 12 0 -4 4
"1845" "KhPolQ_K12n_685" 12 0 2 -2
"1846" "KhPolQ_K12n_685!" 12 0 -2 2
"1847" "KhPolQ_K12n_686" 12 0 -4 4
"1848" "KhPolQ_K12n_686!" 12 0 4 -4
"1849" "KhPolQ_K12n_687" 12 0 2 -2
"1850" "KhPolQ_K12n_687!" 12 0 -2 2
"1851" "KhPolQ_K12n_688" 12 0 -8 10
"1852" "KhPolQ_K12n_688!" 12 0 8 -10
"1853" "KhPolQ_K12n_689" 12 0 -6 8
"1854" "KhPolQ_K12n_689!" 12 0 6 -8
"1855" "KhPolQ_K12n_690" 12 0 0 0
"1856" "KhPolQ_K12n_690!" 12 0 0 0
"1857" "KhPolQ_K12n_691" 12 0 -6 8
"1858" "KhPolQ_K12n_691!" 12 0 6 -8
"1859" "KhPolQ_K12n_692" 12 0 -6 8
"1860" "KhPolQ_K12n_692!" 12 0 6 -8
"1861" "KhPolQ_K12n_693" 12 0 -4 6
"1862" "KhPolQ_K12n_693!" 12 0 4 -6
"1863" "KhPolQ_K12n_694" 12 0 -6 8
"1864" "KhPolQ_K12n_694!" 12 0 6 -8
"1865" "KhPolQ_K12n_695" 12 0 0 0
"1866" "KhPolQ_K12n_695!" 12 0 0 0
"1867" "KhPolQ_K12n_696" 12 0 -4 6
"1868" "KhPolQ_K12n_696!" 12 0 4 -6
"1869" "KhPolQ_K12n_697" 12 0 -4 4
"1870" "KhPolQ_K12n_697!" 12 0 4 -4
"1871" "KhPolQ_K12n_698" 12 0 4 -4
"1872" "KhPolQ_K12n_698!" 12 0 -4 4
"1873" "KhPolQ_K12n_699" 12 0 2 -2
"1874" "KhPolQ_K12n_699!" 12 0 -2 2
"1875" "KhPolQ_K12n_700" 12 0 4 -4
"1876" "KhPolQ_K12n_700!" 12 0 -4 4
"1877" "KhPolQ_K12n_701" 12 0 2 -2
"1878" "KhPolQ_K12n_701!" 12 0 -2 2
"1879" "KhPolQ_K12n_702" 12 0 0 0
"1880" "KhPolQ_K12n_702!" 12 0 0 0
"1881" "KhPolQ_K12n_703" 12 0 -4 4
"1882" "KhPolQ_K12n_703!" 12 0 4 -4
"1883" "KhPolQ_K12n_704" 12 0 0 0
"1884" "KhPolQ_K12n_704!" 12 0 0 0
"1885" "KhPolQ_K12n_705" 12 0 0 0
"1886" "KhPolQ_K12n_705!" 12 0 0 0
"1887" "KhPolQ_K12n_706" 12 0 0 0
"1888" "KhPolQ_K12n_706!" 12 0 0 0
"1889" "KhPolQ_K12n_707" 12 0 4 -4
"1890" "KhPolQ_K12n_707!" 12 0 -4 4
"1891" "KhPolQ_K12n_708" 12 0 0 0
"1892" "KhPolQ_K12n_708!" 12 0 0 0
"1893" "KhPolQ_K12n_709" 12 0 0 0
"1894" "KhPolQ_K12n_709!" 12 0 0 0
"1895" "KhPolQ_K12n_710" 12 0 -2 2
"1896" "KhPolQ_K12n_710!" 12 0 2 -2
"1897" "KhPolQ_K12n_711" 12 0 0 0
"1898" "KhPolQ_K12n_711!" 12 0 0 0
"1899" "KhPolQ_K12n_712" 12 0 2 -2
"1900" "KhPolQ_K12n_712!" 12 0 -2 2
"1901" "KhPolQ_K12n_713" 12 0 2 -2
"1902" "KhPolQ_K12n_713!" 12 0 -2 2
"1903" "KhPolQ_K12n_714" 12 0 -2 2
"1904" "KhPolQ_K12n_714!" 12 0 2 -2
"1905" "KhPolQ_K12n_715" 12 0 0 0
"1906" "KhPolQ_K12n_715!" 12 0 0 0
"1907" "KhPolQ_K12n_716" 12 0 -2 2
"1908" "KhPolQ_K12n_716!" 12 0 2 -2
"1909" "KhPolQ_K12n_717" 12 0 2 -2
"1910" "KhPolQ_K12n_717!" 12 0 -2 2
"1911" "KhPolQ_K12n_718" 12 0 2 -2
"1912" "KhPolQ_K12n_718!" 12 0 -2 2
"1913" "KhPolQ_K12n_719" 12 0 -2 2
"1914" "KhPolQ_K12n_719!" 12 0 2 -2
"1915" "KhPolQ_K12n_720" 12 0 -4 4
"1916" "KhPolQ_K12n_720!" 12 0 4 -4
"1917" "KhPolQ_K12n_721" 12 0 0 0
"1918" "KhPolQ_K12n_721!" 12 0 0 0
"1919" "KhPolQ_K12n_722" 12 0 -6 6
"1920" "KhPolQ_K12n_722!" 12 0 6 -6
"1921" "KhPolQ_K12n_723" 12 0 -2 2
"1922" "KhPolQ_K12n_723!" 12 0 2 -2
"1923" "KhPolQ_K12n_724" 12 0 -4 4
"1924" "KhPolQ_K12n_724!" 12 0 4 -4
"1925" "KhPolQ_K12n_725" 12 0 -8 10
"1926" "KhPolQ_K12n_725!" 12 0 8 -10
"1927" "KhPolQ_K12n_726" 12 0 -2 2
"1928" "KhPolQ_K12n_726!" 12 0 2 -2
"1929" "KhPolQ_K12n_727" 12 0 -2 2
"1930" "KhPolQ_K12n_727!" 12 0 2 -2
"1931" "KhPolQ_K12n_728" 12 0 -2 2
"1932" "KhPolQ_K12n_728!" 12 0 2 -2
"1933" "KhPolQ_K12n_729" 12 0 -4 4
"1934" "KhPolQ_K12n_729!" 12 0 4 -4
"1935" "KhPolQ_K12n_730" 12 0 -2 2
"1936" "KhPolQ_K12n_730!" 12 0 2 -2
"1937" "KhPolQ_K12n_731" 12 0 0 0
"1938" "KhPolQ_K12n_731!" 12 0 0 0
"1939" "KhPolQ_K12n_732" 12 0 -2 2
"1940" "KhPolQ_K12n_732!" 12 0 2 -2
"1941" "KhPolQ_K12n_733" 12 0 -2 2
"1942" "KhPolQ_K12n_733!" 12 0 2 -2
"1943" "KhPolQ_K12n_734" 12 0 -4 4
"1944" "KhPolQ_K12n_734!" 12 0 4 -4
"1945" "KhPolQ_K12n_735" 12 0 -2 2
"1946" "KhPolQ_K12n_735!" 12 0 2 -2
"1947" "KhPolQ_K12n_736" 12 0 2 -2
"1948" "KhPolQ_K12n_736!" 12 0 -2 2
"1949" "KhPolQ_K12n_737" 12 0 0 0
"1950" "KhPolQ_K12n_737!" 12 0 0 0
"1951" "KhPolQ_K12n_738" 12 0 -4 4
"1952" "KhPolQ_K12n_738!" 12 0 4 -4
"1953" "KhPolQ_K12n_739" 12 0 4 -4
"1954" "KhPolQ_K12n_739!" 12 0 -4 4
"1955" "KhPolQ_K12n_740" 12 0 0 0
"1956" "KhPolQ_K12n_740!" 12 0 0 0
"1957" "KhPolQ_K12n_741" 12 0 2 -2
"1958" "KhPolQ_K12n_741!" 12 0 -2 2
"1959" "KhPolQ_K12n_742" 12 0 2 -2
"1960" "KhPolQ_K12n_742!" 12 0 -2 2
"1961" "KhPolQ_K12n_743" 12 0 0 0
"1962" "KhPolQ_K12n_743!" 12 0 0 0
"1963" "KhPolQ_K12n_744" 12 0 -4 4
"1964" "KhPolQ_K12n_744!" 12 0 4 -4
"1965" "KhPolQ_K12n_745" 12 0 0 0
"1966" "KhPolQ_K12n_745!" 12 0 0 0
"1967" "KhPolQ_K12n_746" 12 0 2 -2
"1968" "KhPolQ_K12n_746!" 12 0 -2 2
"1969" "KhPolQ_K12n_747" 12 0 4 -4
"1970" "KhPolQ_K12n_747!" 12 0 -4 4
"1971" "KhPolQ_K12n_748" 12 0 -2 2
"1972" "KhPolQ_K12n_748!" 12 0 2 -2
"1973" "KhPolQ_K12n_749" 12 0 -2 4
