"knot_id" "number_of_crossings" "is_alternating" "signature" "s-value"
"10607" "KhPolQ_K13n_4178" 13 0 -6 8
"10608" "KhPolQ_K13n_4178!" 13 0 6 -8
"10609" "KhPolQ_K13n_4179" 13 0 -4 4
"10610" "KhPolQ_K13n_4179!" 13 0 4 -4
"10611" "KhPolQ_K13n_4180" 13 0 -4 4
"10612" "KhPolQ_K13n_4180!" 13 0 4 -4
"10613" "KhPolQ_K13n_4181" 13 0 0 0
"10614" "KhPolQ_K13n_4181!" 13 0 0 0
"10615" "KhPolQ_K13n_4182" 13 0 -2 2
"10616" "KhPolQ_K13n_4182!" 13 0 2 -2
"10617" "KhPolQ_K13n_4183" 13 0 -6 6
"10618" "KhPolQ_K13n_4183!" 13 0 6 -6
"10619" "KhPolQ_K13n_4184" 13 0 0 0
"10620" "KhPolQ_K13n_4184!" 13 0 0 0
"10621" "KhPolQ_K13n_4185" 13 0 -4 4
"10622" "KhPolQ_K13n_4185!" 13 0 4 -4
"10623" "KhPolQ_K13n_4186" 13 0 -2 2
"10624" "KhPolQ_K13n_4186!" 13 0 2 -2
"10625" "KhPolQ_K13n_4187" 13 0 6 -6
"10626" "KhPolQ_K13n_4187!" 13 0 -6 6
"10627" "KhPolQ_K13n_4188" 13 0 0 0
"10628" "KhPolQ_K13n_4188!" 13 0 0 0
"10629" "KhPolQ_K13n_4189" 13 0 -2 2
"10630" "KhPolQ_K13n_4189!" 13 0 2 -2
"10631" "KhPolQ_K13n_4190" 13 0 4 -4
"10632" "KhPolQ_K13n_4190!" 13 0 -4 4
"10633" "KhPolQ_K13n_4191" 13 0 0 0
"10634" "KhPolQ_K13n_4191!" 13 0 0 0
"10635" "KhPolQ_K13n_4192" 13 0 2 -2
"10636" "KhPolQ_K13n_4192!" 13 0 -2 2
"10637" "KhPolQ_K13n_4193" 13 0 2 -2
"10638" "KhPolQ_K13n_4193!" 13 0 -2 2
"10639" "KhPolQ_K13n_4194" 13 0 0 0
"10640" "KhPolQ_K13n_4194!" 13 0 0 0
"10641" "KhPolQ_K13n_4195" 13 0 4 -4
"10642" "KhPolQ_K13n_4195!" 13 0 -4 4
"10643" "KhPolQ_K13n_4196" 13 0 4 -4
"10644" "KhPolQ_K13n_4196!" 13 0 -4 4
"10645" "KhPolQ_K13n_4197" 13 0 -4 4
"10646" "KhPolQ_K13n_4197!" 13 0 4 -4
"10647" "KhPolQ_K13n_4198" 13 0 -2 2
"10648" "KhPolQ_K13n_4198!" 13 0 2 -2
"10649" "KhPolQ_K13n_4199" 13 0 2 -2
"10650" "KhPolQ_K13n_4199!" 13 0 -2 2
"10651" "KhPolQ_K13n_4200" 13 0 -4 4
"10652" "KhPolQ_K13n_4200!" 13 0 4 -4
"10653" "KhPolQ_K13n_4201" 13 0 -2 2
"10654" "KhPolQ_K13n_4201!" 13 0 2 -2
"10655" "KhPolQ_K13n_4202" 13 0 -6 6
"10656" "KhPolQ_K13n_4202!" 13 0 6 -6
"10657" "KhPolQ_K13n_4203" 13 0 -2 2
"10658" "KhPolQ_K13n_4203!" 13 0 2 -2
"10659" "KhPolQ_K13n_4204" 13 0 -2 2
"10660" "KhPolQ_K13n_4204!" 13 0 2 -2
"10661" "KhPolQ_K13n_4205" 13 0 -6 6
"10662" "KhPolQ_K13n_4205!" 13 0 6 -6
"10663" "KhPolQ_K13n_4206" 13 0 -2 2
"10664" "KhPolQ_K13n_4206!" 13 0 2 -2
"10665" "KhPolQ_K13n_4207" 13 0 -4 4
"10666" "KhPolQ_K13n_4207!" 13 0 4 -4
"10667" "KhPolQ_K13n_4208" 13 0 0 0
"10668" "KhPolQ_K13n_4208!" 13 0 0 0
"10669" "KhPolQ_K13n_4209" 13 0 -2 2
"10670" "KhPolQ_K13n_4209!" 13 0 2 -2
"10671" "KhPolQ_K13n_4210" 13 0 2 -2
"10672" "KhPolQ_K13n_4210!" 13 0 -2 2
"10673" "KhPolQ_K13n_4211" 13 0 -4 4
"10674" "KhPolQ_K13n_4211!" 13 0 4 -4
"10675" "KhPolQ_K13n_4212" 13 0 -4 4
"10676" "KhPolQ_K13n_4212!" 13 0 4 -4
"10677" "KhPolQ_K13n_4213" 13 0 -4 4
"10678" "KhPolQ_K13n_4213!" 13 0 4 -4
"10679" "KhPolQ_K13n_4214" 13 0 0 0
"10680" "KhPolQ_K13n_4214!" 13 0 0 0
"10681" "KhPolQ_K13n_4215" 13 0 0 0
"10682" "KhPolQ_K13n_4215!" 13 0 0 0
"10683" "KhPolQ_K13n_4216" 13 0 -2 2
"10684" "KhPolQ_K13n_4216!" 13 0 2 -2
"10685" "KhPolQ_K13n_4217" 13 0 0 0
"10686" "KhPolQ_K13n_4217!" 13 0 0 0
"10687" "KhPolQ_K13n_4218" 13 0 -2 2
"10688" "KhPolQ_K13n_4218!" 13 0 2 -2
"10689" "KhPolQ_K13n_4219" 13 0 -4 4
"10690" "KhPolQ_K13n_4219!" 13 0 4 -4
"10691" "KhPolQ_K13n_4220" 13 0 -4 4
"10692" "KhPolQ_K13n_4220!" 13 0 4 -4
"10693" "KhPolQ_K13n_4221" 13 0 -2 2
"10694" "KhPolQ_K13n_4221!" 13 0 2 -2
"10695" "KhPolQ_K13n_4222" 13 0 -4 4
"10696" "KhPolQ_K13n_4222!" 13 0 4 -4
"10697" "KhPolQ_K13n_4223" 13 0 4 -4
"10698" "KhPolQ_K13n_4223!" 13 0 -4 4
"10699" "KhPolQ_K13n_4224" 13 0 2 -2
"10700" "KhPolQ_K13n_4224!" 13 0 -2 2
"10701" "KhPolQ_K13n_4225" 13 0 0 0
"10702" "KhPolQ_K13n_4225!" 13 0 0 0
"10703" "KhPolQ_K13n_4226" 13 0 0 0
"10704" "KhPolQ_K13n_4226!" 13 0 0 0
"10705" "KhPolQ_K13n_4227" 13 0 -2 2
"10706" "KhPolQ_K13n_4227!" 13 0 2 -2
"10707" "KhPolQ_K13n_4228" 13 0 -6 6
"10708" "KhPolQ_K13n_4228!" 13 0 6 -6
"10709" "KhPolQ_K13n_4229" 13 0 -4 4
"10710" "KhPolQ_K13n_4229!" 13 0 4 -4
"10711" "KhPolQ_K13n_4230" 13 0 -4 4
"10712" "KhPolQ_K13n_4230!" 13 0 4 -4
"10713" "KhPolQ_K13n_4231" 13 0 -2 2
"10714" "KhPolQ_K13n_4231!" 13 0 2 -2
"10715" "KhPolQ_K13n_4232" 13 0 2 -2
"10716" "KhPolQ_K13n_4232!" 13 0 -2 2
"10717" "KhPolQ_K13n_4233" 13 0 2 -2
"10718" "KhPolQ_K13n_4233!" 13 0 -2 2
"10719" "KhPolQ_K13n_4234" 13 0 -4 4
"10720" "KhPolQ_K13n_4234!" 13 0 4 -4
"10721" "KhPolQ_K13n_4235" 13 0 -4 4
"10722" "KhPolQ_K13n_4235!" 13 0 4 -4
"10723" "KhPolQ_K13n_4236" 13 0 0 0
"10724" "KhPolQ_K13n_4236!" 13 0 0 0
"10725" "KhPolQ_K13n_4237" 13 0 0 0
"10726" "KhPolQ_K13n_4237!" 13 0 0 0
"10727" "KhPolQ_K13n_4238" 13 0 -2 2
"10728" "KhPolQ_K13n_4238!" 13 0 2 -2
"10729" "KhPolQ_K13n_4239" 13 0 0 0
"10730" "KhPolQ_K13n_4239!" 13 0 0 0
"10731" "KhPolQ_K13n_4240" 13 0 0 0
"10732" "KhPolQ_K13n_4240!" 13 0 0 0
"10733" "KhPolQ_K13n_4241" 13 0 2 -2
"10734" "KhPolQ_K13n_4241!" 13 0 -2 2
"10735" "KhPolQ_K13n_4242" 13 0 -6 8
"10736" "KhPolQ_K13n_4242!" 13 0 6 -8
"10737" "KhPolQ_K13n_4243" 13 0 -2 2
"10738" "KhPolQ_K13n_4243!" 13 0 2 -2
"10739" "KhPolQ_K13n_4244" 13 0 6 -6
"10740" "KhPolQ_K13n_4244!" 13 0 -6 6
"10741" "KhPolQ_K13n_4245" 13 0 -4 4
"10742" "KhPolQ_K13n_4245!" 13 0 4 -4
"10743" "KhPolQ_K13n_4246" 13 0 -4 4
"10744" "KhPolQ_K13n_4246!" 13 0 4 -4
"10745" "KhPolQ_K13n_4247" 13 0 2 -2
"10746" "KhPolQ_K13n_4247!" 13 0 -2 2
"10747" "KhPolQ_K13n_4248" 13 0 6 -6
"10748" "KhPolQ_K13n_4248!" 13 0 -6 6
"10749" "KhPolQ_K13n_4249" 13 0 -6 6
"10750" "KhPolQ_K13n_4249!" 13 0 6 -6
"10751" "KhPolQ_K13n_4250" 13 0 4 -4
"10752" "KhPolQ_K13n_4250!" 13 0 -4 4
"10753" "KhPolQ_K13n_4251" 13 0 -4 4
"10754" "KhPolQ_K13n_4251!" 13 0 4 -4
"10755" "KhPolQ_K13n_4252" 13 0 0 0
"10756" "KhPolQ_K13n_4252!" 13 0 0 0
"10757" "KhPolQ_K13n_4253" 13 0 4 -4
"10758" "KhPolQ_K13n_4253!" 13 0 -4 4
"10759" "KhPolQ_K13n_4254" 13 0 -6 6
"10760" "KhPolQ_K13n_4254!" 13 0 6 -6
"10761" "KhPolQ_K13n_4255" 13 0 -2 2
"10762" "KhPolQ_K13n_4255!" 13 0 2 -2
"10763" "KhPolQ_K13n_4256" 13 0 6 -6
"10764" "KhPolQ_K13n_4256!" 13 0 -6 6
"10765" "KhPolQ_K13n_4257" 13 0 -2 2
"10766" "KhPolQ_K13n_4257!" 13 0 2 -2
"10767" "KhPolQ_K13n_4258" 13 0 -2 0
"10768" "KhPolQ_K13n_4258!" 13 0 2 0
"10769" "KhPolQ_K13n_4259" 13 0 2 -2
"10770" "KhPolQ_K13n_4259!" 13 0 -2 2
"10771" "KhPolQ_K13n_4260" 13 0 -2 2
"10772" "KhPolQ_K13n_4260!" 13 0 2 -2
"10773" "KhPolQ_K13n_4261" 13 0 0 0
"10774" "KhPolQ_K13n_4261!" 13 0 0 0
"10775" "KhPolQ_K13n_4262" 13 0 2 -2
"10776" "KhPolQ_K13n_4262!" 13 0 -2 2
"10777" "KhPolQ_K13n_4263" 13 0 0 0
"10778" "KhPolQ_K13n_4263!" 13 0 0 0
"10779" "KhPolQ_K13n_4264" 13 0 2 -2
"10780" "KhPolQ_K13n_4264!" 13 0 -2 2
"10781" "KhPolQ_K13n_4265" 13 0 6 -6
"10782" "KhPolQ_K13n_4265!" 13 0 -6 6
"10783" "KhPolQ_K13n_4266" 13 0 -4 4
"10784" "KhPolQ_K13n_4266!" 13 0 4 -4
"10785" "KhPolQ_K13n_4267" 13 0 0 0
"10786" "KhPolQ_K13n_4267!" 13 0 0 0
"10787" "KhPolQ_K13n_4268" 13 0 4 -4
"10788" "KhPolQ_K13n_4268!" 13 0 -4 4
"10789" "KhPolQ_K13n_4269" 13 0 -2 2
"10790" "KhPolQ_K13n_4269!" 13 0 2 -2
"10791" "KhPolQ_K13n_4270" 13 0 -2 2
"10792" "KhPolQ_K13n_4270!" 13 0 2 -2
"10793" "KhPolQ_K13n_4271" 13 0 -2 2
"10794" "KhPolQ_K13n_4271!" 13 0 2 -2
"10795" "KhPolQ_K13n_4272" 13 0 2 -2
"10796" "KhPolQ_K13n_4272!" 13 0 -2 2
"10797" "KhPolQ_K13n_4273" 13 0 -2 2
"10798" "KhPolQ_K13n_4273!" 13 0 2 -2
"10799" "KhPolQ_K13n_4274" 13 0 -2 2
"10800" "KhPolQ_K13n_4274!" 13 0 2 -2
"10801" "KhPolQ_K13n_4275" 13 0 0 0
"10802" "KhPolQ_K13n_4275!" 13 0 0 0
"10803" "KhPolQ_K13n_4276" 13 0 -4 4
"10804" "KhPolQ_K13n_4276!" 13 0 4 -4
"10805" "KhPolQ_K13n_4277" 13 0 4 -4
"10806" "KhPolQ_K13n_4277!" 13 0 -4 4
"10807" "KhPolQ_K13n_4278" 13 0 0 0
"10808" "KhPolQ_K13n_4278!" 13 0 0 0
"10809" "KhPolQ_K13n_4279" 13 0 0 0
"10810" "KhPolQ_K13n_4279!" 13 0 0 0
"10811" "KhPolQ_K13n_4280" 13 0 2 -2
"10812" "KhPolQ_K13n_4280!" 13 0 -2 2
"10813" "KhPolQ_K13n_4281" 13 0 -4 4
"10814" "KhPolQ_K13n_4281!" 13 0 4 -4
"10815" "KhPolQ_K13n_4282" 13 0 -2 2
"10816" "KhPolQ_K13n_4282!" 13 0 2 -2
"10817" "KhPolQ_K13n_4283" 13 0 -2 2
"10818" "KhPolQ_K13n_4283!" 13 0 2 -2
"10819" "KhPolQ_K13n_4284" 13 0 0 0
"10820" "KhPolQ_K13n_4284!" 13 0 0 0
"10821" "KhPolQ_K13n_4285" 13 0 2 -2
"10822" "KhPolQ_K13n_4285!" 13 0 -2 2
"10823" "KhPolQ_K13n_4286" 13 0 2 -2
"10824" "KhPolQ_K13n_4286!" 13 0 -2 2
"10825" "KhPolQ_K13n_4287" 13 0 2 -2
"10826" "KhPolQ_K13n_4287!" 13 0 -2 2
"10827" "KhPolQ_K13n_4288" 13 0 -2 2
"10828" "KhPolQ_K13n_4288!" 13 0 2 -2
"10829" "KhPolQ_K13n_4289" 13 0 -2 2
"10830" "KhPolQ_K13n_4289!" 13 0 2 -2
"10831" "KhPolQ_K13n_4290" 13 0 -2 2
"10832" "KhPolQ_K13n_4290!" 13 0 2 -2
"10833" "KhPolQ_K13n_4291" 13 0 -4 4
"10834" "KhPolQ_K13n_4291!" 13 0 4 -4
"10835" "KhPolQ_K13n_4292" 13 0 2 -2
"10836" "KhPolQ_K13n_4292!" 13 0 -2 2
"10837" "KhPolQ_K13n_4293" 13 0 0 0
"10838" "KhPolQ_K13n_4293!" 13 0 0 0
"10839" "KhPolQ_K13n_4294" 13 0 0 0
"10840" "KhPolQ_K13n_4294!" 13 0 0 0
"10841" "KhPolQ_K13n_4295" 13 0 0 0
"10842" "KhPolQ_K13n_4295!" 13 0 0 0
"10843" "KhPolQ_K13n_4296" 13 0 -4 6
"10844" "KhPolQ_K13n_4296!" 13 0 4 -6
"10845" "KhPolQ_K13n_4297" 13 0 -2 2
"10846" "KhPolQ_K13n_4297!" 13 0 2 -2
"10847" "KhPolQ_K13n_4298" 13 0 0 0
"10848" "KhPolQ_K13n_4298!" 13 0 0 0
"10849" "KhPolQ_K13n_4299" 13 0 2 -2
"10850" "KhPolQ_K13n_4299!" 13 0 -2 2
"10851" "KhPolQ_K13n_4300" 13 0 -2 2
"10852" "KhPolQ_K13n_4300!" 13 0 2 -2
"10853" "KhPolQ_K13n_4301" 13 0 0 0
"10854" "KhPolQ_K13n_4301!" 13 0 0 0
"10855" "KhPolQ_K13n_4302" 13 0 0 0
"10856" "KhPolQ_K13n_4302!" 13 0 0 0
"10857" "KhPolQ_K13n_4303" 13 0 4 -4
"10858" "KhPolQ_K13n_4303!" 13 0 -4 4
"10859" "KhPolQ_K13n_4304" 13 0 2 -2
"10860" "KhPolQ_K13n_4304!" 13 0 -2 2
"10861" "KhPolQ_K13n_4305" 13 0 -2 2
"10862" "KhPolQ_K13n_4305!" 13 0 2 -2
"10863" "KhPolQ_K13n_4306" 13 0 -2 2
"10864" "KhPolQ_K13n_4306!" 13 0 2 -2
"10865" "KhPolQ_K13n_4307" 13 0 -2 2
"10866" "KhPolQ_K13n_4307!" 13 0 2 -2
"10867" "KhPolQ_K13n_4308" 13 0 2 -2
"10868" "KhPolQ_K13n_4308!" 13 0 -2 2
"10869" "KhPolQ_K13n_4309" 13 0 0 0
"10870" "KhPolQ_K13n_4309!" 13 0 0 0
"10871" "KhPolQ_K13n_4310" 13 0 -4 4
"10872" "KhPolQ_K13n_4310!" 13 0 4 -4
"10873" "KhPolQ_K13n_4311" 13 0 -2 2
"10874" "KhPolQ_K13n_4311!" 13 0 2 -2
"10875" "KhPolQ_K13n_4312" 13 0 -2 2
"10876" "KhPolQ_K13n_4312!" 13 0 2 -2
"10877" "KhPolQ_K13n_4313" 13 0 -6 6
"10878" "KhPolQ_K13n_4313!" 13 0 6 -6
"10879" "KhPolQ_K13n_4314" 13 0 -4 4
"10880" "KhPolQ_K13n_4314!" 13 0 4 -4
"10881" "KhPolQ_K13n_4315" 13 0 -2 2
"10882" "KhPolQ_K13n_4315!" 13 0 2 -2
"10883" "KhPolQ_K13n_4316" 13 0 -2 2
"10884" "KhPolQ_K13n_4316!" 13 0 2 -2
"10885" "KhPolQ_K13n_4317" 13 0 -2 0
"10886" "KhPolQ_K13n_4317!" 13 0 2 0
"10887" "KhPolQ_K13n_4318" 13 0 0 0
"10888" "KhPolQ_K13n_4318!" 13 0 0 0
"10889" "KhPolQ_K13n_4319" 13 0 -2 2
"10890" "KhPolQ_K13n_4319!" 13 0 2 -2
"10891" "KhPolQ_K13n_4320" 13 0 -2 2
"10892" "KhPolQ_K13n_4320!" 13 0 2 -2
"10893" "KhPolQ_K13n_4321" 13 0 -4 4
"10894" "KhPolQ_K13n_4321!" 13 0 4 -4
"10895" "KhPolQ_K13n_4322" 13 0 4 -4
"10896" "KhPolQ_K13n_4322!" 13 0 -4 4
"10897" "KhPolQ_K13n_4323" 13 0 -2 2
"10898" "KhPolQ_K13n_4323!" 13 0 2 -2
"10899" "KhPolQ_K13n_4324" 13 0 0 0
"10900" "KhPolQ_K13n_4324!" 13 0 0 0
"10901" "KhPolQ_K13n_4325" 13 0 0 0
"10902" "KhPolQ_K13n_4325!" 13 0 0 0
"10903" "KhPolQ_K13n_4326" 13 0 0 0
"10904" "KhPolQ_K13n_4326!" 13 0 0 0
"10905" "KhPolQ_K13n_4327" 13 0 -4 4
"10906" "KhPolQ_K13n_4327!" 13 0 4 -4
"10907" "KhPolQ_K13n_4328" 13 0 0 0
"10908" "KhPolQ_K13n_4328!" 13 0 0 0
"10909" "KhPolQ_K13n_4329" 13 0 0 0
"10910" "KhPolQ_K13n_4329!" 13 0 0 0
"10911" "KhPolQ_K13n_4330" 13 0 -2 2
"10912" "KhPolQ_K13n_4330!" 13 0 2 -2
"10913" "KhPolQ_K13n_4331" 13 0 -2 2
"10914" "KhPolQ_K13n_4331!" 13 0 2 -2
"10915" "KhPolQ_K13n_4332" 13 0 -2 2
"10916" "KhPolQ_K13n_4332!" 13 0 2 -2
"10917" "KhPolQ_K13n_4333" 13 0 2 -2
"10918" "KhPolQ_K13n_4333!" 13 0 -2 2
"10919" "KhPolQ_K13n_4334" 13 0 2 -2
"10920" "KhPolQ_K13n_4334!" 13 0 -2 2
"10921" "KhPolQ_K13n_4335" 13 0 2 -2
"10922" "KhPolQ_K13n_4335!" 13 0 -2 2
"10923" "KhPolQ_K13n_4336" 13 0 2 -2
"10924" "KhPolQ_K13n_4336!" 13 0 -2 2
"10925" "KhPolQ_K13n_4337" 13 0 -2 2
"10926" "KhPolQ_K13n_4337!" 13 0 2 -2
"10927" "KhPolQ_K13n_4338" 13 0 0 0
"10928" "KhPolQ_K13n_4338!" 13 0 0 0
"10929" "KhPolQ_K13n_4339" 13 0 0 0
"10930" "KhPolQ_K13n_4339!" 13 0 0 0
"10931" "KhPolQ_K13n_4340" 13 0 -4 4
"10932" "KhPolQ_K13n_4340!" 13 0 4 -4
"10933" "KhPolQ_K13n_4341" 13 0 -2 2
"10934" "KhPolQ_K13n_4341!" 13 0 2 -2
"10935" "KhPolQ_K13n_4342" 13 0 -2 2
"10936" "KhPolQ_K13n_4342!" 13 0 2 -2
"10937" "KhPolQ_K13n_4343" 13 0 -2 2
"10938" "KhPolQ_K13n_4343!" 13 0 2 -2
"10939" "KhPolQ_K13n_4344" 13 0 0 0
"10940" "KhPolQ_K13n_4344!" 13 0 0 0
"10941" "KhPolQ_K13n_4345" 13 0 0 0
"10942" "KhPolQ_K13n_4345!" 13 0 0 0
"10943" "KhPolQ_K13n_4346" 13 0 -2 2
"10944" "KhPolQ_K13n_4346!" 13 0 2 -2
"10945" "KhPolQ_K13n_4347" 13 0 0 0
"10946" "KhPolQ_K13n_4347!" 13 0 0 0
"10947" "KhPolQ_K13n_4348" 13 0 -2 2
"10948" "KhPolQ_K13n_4348!" 13 0 2 -2
"10949" "KhPolQ_K13n_4349" 13 0 2 -2
"10950" "KhPolQ_K13n_4349!" 13 0 -2 2
"10951" "KhPolQ_K13n_4350" 13 0 0 0
"10952" "KhPolQ_K13n_4350!" 13 0 0 0
"10953" "KhPolQ_K13n_4351" 13 0 0 0
"10954" "KhPolQ_K13n_4351!" 13 0 0 0
"10955" "KhPolQ_K13n_4352" 13 0 4 -4
"10956" "KhPolQ_K13n_4352!" 13 0 -4 4
"10957" "KhPolQ_K13n_4353" 13 0 4 -4
"10958" "KhPolQ_K13n_4353!" 13 0 -4 4
"10959" "KhPolQ_K13n_4354" 13 0 2 -2
"10960" "KhPolQ_K13n_4354!" 13 0 -2 2
"10961" "KhPolQ_K13n_4355" 13 0 2 -2
"10962" "KhPolQ_K13n_4355!" 13 0 -2 2
"10963" "KhPolQ_K13n_4356" 13 0 0 0
"10964" "KhPolQ_K13n_4356!" 13 0 0 0
"10965" "KhPolQ_K13n_4357" 13 0 0 0
"10966" "KhPolQ_K13n_4357!" 13 0 0 0
"10967" "KhPolQ_K13n_4358" 13 0 2 -2
"10968" "KhPolQ_K13n_4358!" 13 0 -2 2
"10969" "KhPolQ_K13n_4359" 13 0 4 -4
"10970" "KhPolQ_K13n_4359!" 13 0 -4 4
"10971" "KhPolQ_K13n_4360" 13 0 2 -2
"10972" "KhPolQ_K13n_4360!" 13 0 -2 2
"10973" "KhPolQ_K13n_4361" 13 0 -8 8
"10974" "KhPolQ_K13n_4361!" 13 0 8 -8
"10975" "KhPolQ_K13n_4362" 13 0 -6 6
"10976" "KhPolQ_K13n_4362!" 13 0 6 -6
"10977" "KhPolQ_K13n_4363" 13 0 -6 6
"10978" "KhPolQ_K13n_4363!" 13 0 6 -6
"10979" "KhPolQ_K13n_4364" 13 0 4 -4
"10980" "KhPolQ_K13n_4364!" 13 0 -4 4
"10981" "KhPolQ_K13n_4365" 13 0 -4 4
"10982" "KhPolQ_K13n_4365!" 13 0 4 -4
"10983" "KhPolQ_K13n_4366" 13 0 2 -2
"10984" "KhPolQ_K13n_4366!" 13 0 -2 2
"10985" "KhPolQ_K13n_4367" 13 0 -2 2
"10986" "KhPolQ_K13n_4367!" 13 0 2 -2
"10987" "KhPolQ_K13n_4368" 13 0 4 -6
"10988" "KhPolQ_K13n_4368!" 13 0 -4 6
"10989" "KhPolQ_K13n_4369" 13 0 2 -2
"10990" "KhPolQ_K13n_4369!" 13 0 -2 2
"10991" "KhPolQ_K13n_4370" 13 0 0 0
"10992" "KhPolQ_K13n_4370!" 13 0 0 0
"10993" "KhPolQ_K13n_4371" 13 0 2 -2
"10994" "KhPolQ_K13n_4371!" 13 0 -2 2
"10995" "KhPolQ_K13n_4372" 13 0 -2 2
"10996" "KhPolQ_K13n_4372!" 13 0 2 -2
"10997" "KhPolQ_K13n_4373" 13 0 0 0
"10998" "KhPolQ_K13n_4373!" 13 0 0 0
"10999" "KhPolQ_K13n_4374" 13 0 -4 6
"11000" "KhPolQ_K13n_4374!" 13 0 4 -6
"11001" "KhPolQ_K13n_4375" 13 0 -4 4
"11002" "KhPolQ_K13n_4375!" 13 0 4 -4
"11003" "KhPolQ_K13n_4376" 13 0 2 -2
"11004" "KhPolQ_K13n_4376!" 13 0 -2 2
"11005" "KhPolQ_K13n_4377" 13 0 4 -4
"11006" "KhPolQ_K13n_4377!" 13 0 -4 4
"11007" "KhPolQ_K13n_4378" 13 0 0 0
"11008" "KhPolQ_K13n_4378!" 13 0 0 0
"11009" "KhPolQ_K13n_4379" 13 0 0 -2
"11010" "KhPolQ_K13n_4379!" 13 0 0 2
"11011" "KhPolQ_K13n_4380" 13 0 -4 4
"11012" "KhPolQ_K13n_4380!" 13 0 4 -4
"11013" "KhPolQ_K13n_4381" 13 0 -2 2
"11014" "KhPolQ_K13n_4381!" 13 0 2 -2
"11015" "KhPolQ_K13n_4382" 13 0 2 -2
"11016" "KhPolQ_K13n_4382!" 13 0 -2 2
"11017" "KhPolQ_K13n_4383" 13 0 -4 4
"11018" "KhPolQ_K13n_4383!" 13 0 4 -4
"11019" "KhPolQ_K13n_4384" 13 0 0 0
"11020" "KhPolQ_K13n_4384!" 13 0 0 0
"11021" "KhPolQ_K13n_4385" 13 0 -6 8
"11022" "KhPolQ_K13n_4385!" 13 0 6 -8
"11023" "KhPolQ_K13n_4386" 13 0 -4 4
"11024" "KhPolQ_K13n_4386!" 13 0 4 -4
"11025" "KhPolQ_K13n_4387" 13 0 2 -2
"11026" "KhPolQ_K13n_4387!" 13 0 -2 2
"11027" "KhPolQ_K13n_4388" 13 0 0 0
"11028" "KhPolQ_K13n_4388!" 13 0 0 0
"11029" "KhPolQ_K13n_4389" 13 0 2 -4
"11030" "KhPolQ_K13n_4389!" 13 0 -2 4
"11031" "KhPolQ_K13n_4390" 13 0 0 0
"11032" "KhPolQ_K13n_4390!" 13 0 0 0
"11033" "KhPolQ_K13n_4391" 13 0 -2 2
"11034" "KhPolQ_K13n_4391!" 13 0 2 -2
"11035" "KhPolQ_K13n_4392" 13 0 0 0
"11036" "KhPolQ_K13n_4392!" 13 0 0 0
"11037" "KhPolQ_K13n_4393" 13 0 -4 4
"11038" "KhPolQ_K13n_4393!" 13 0 4 -4
"11039" "KhPolQ_K13n_4394" 13 0 -6 6
"11040" "KhPolQ_K13n_4394!" 13 0 6 -6
"11041" "KhPolQ_K13n_4395" 13 0 2 -2
"11042" "KhPolQ_K13n_4395!" 13 0 -2 2
"11043" "KhPolQ_K13n_4396" 13 0 -2 0
"11044" "KhPolQ_K13n_4396!" 13 0 2 0
"11045" "KhPolQ_K13n_4397" 13 0 -4 4
"11046" "KhPolQ_K13n_4397!" 13 0 4 -4
"11047" "KhPolQ_K13n_4398" 13 0 -4 4
"11048" "KhPolQ_K13n_4398!" 13 0 4 -4
"11049" "KhPolQ_K13n_4399" 13 0 -4 4
"11050" "KhPolQ_K13n_4399!" 13 0 4 -4
"11051" "KhPolQ_K13n_4400" 13 0 0 0
"11052" "KhPolQ_K13n_4400!" 13 0 0 0
"11053" "KhPolQ_K13n_4401" 13 0 -4 4
"11054" "KhPolQ_K13n_4401!" 13 0 4 -4
"11055" "KhPolQ_K13n_4402" 13 0 0 0
"11056" "KhPolQ_K13n_4402!" 13 0 0 0
"11057" "KhPolQ_K13n_4403" 13 0 -4 4
"11058" "KhPolQ_K13n_4403!" 13 0 4 -4
"11059" "KhPolQ_K13n_4404" 13 0 4 -4
"11060" "KhPolQ_K13n_4404!" 13 0 -4 4
"11061" "KhPolQ_K13n_4405" 13 0 4 -4
"11062" "KhPolQ_K13n_4405!" 13 0 -4 4
"11063" "KhPolQ_K13n_4406" 13 0 2 -2
"11064" "KhPolQ_K13n_4406!" 13 0 -2 2
"11065" "KhPolQ_K13n_4407" 13 0 4 -4
"11066" "KhPolQ_K13n_4407!" 13 0 -4 4
"11067" "KhPolQ_K13n_4408" 13 0 -6 6
"11068" "KhPolQ_K13n_4408!" 13 0 6 -6
"11069" "KhPolQ_K13n_4409" 13 0 0 0
"11070" "KhPolQ_K13n_4409!" 13 0 0 0
"11071" "KhPolQ_K13n_4410" 13 0 2 -2
"11072" "KhPolQ_K13n_4410!" 13 0 -2 2
"11073" "KhPolQ_K13n_4411" 13 0 -4 4
"11074" "KhPolQ_K13n_4411!" 13 0 4 -4
"11075" "KhPolQ_K13n_4412" 13 0 2 -2
"11076" "KhPolQ_K13n_4412!" 13 0 -2 2
"11077" "KhPolQ_K13n_4413" 13 0 2 -2
"11078" "KhPolQ_K13n_4413!" 13 0 -2 2
"11079" "KhPolQ_K13n_4414" 13 0 -2 2
"11080" "KhPolQ_K13n_4414!" 13 0 2 -2
"11081" "KhPolQ_K13n_4415" 13 0 -4 4
"11082" "KhPolQ_K13n_4415!" 13 0 4 -4
"11083" "KhPolQ_K13n_4416" 13 0 0 0
