"knot_id" "number_of_crossings" "is_alternating" "signature" "s-value" "norm"
"1647" "KhPolQ_K12n_586" 12 0 0 0 36.0693775937429
"1648" "KhPolQ_K12n_586!" 12 0 0 0 36.0693775937429
"1649" "KhPolQ_K12n_587" 12 0 0 0 41.5571895103603
"1650" "KhPolQ_K12n_587!" 12 0 0 0 41.5571895103603
"1651" "KhPolQ_K12n_588" 12 0 0 0 30.1496268633627
"1652" "KhPolQ_K12n_588!" 12 0 0 0 30.1496268633627
"1653" "KhPolQ_K12n_589" 12 0 -4 4 39.9874980462644
"1654" "KhPolQ_K12n_589!" 12 0 4 -4 39.9874980462644
"1655" "KhPolQ_K12n_590" 12 0 -6 6 7.93725393319377
"1656" "KhPolQ_K12n_590!" 12 0 6 -6 7.93725393319377
"1657" "KhPolQ_K12n_591" 12 0 -6 8 3.60555127546399
"1658" "KhPolQ_K12n_591!" 12 0 6 -8 3.60555127546399
"1659" "KhPolQ_K12n_592" 12 0 4 -4 16.7630546142402
"1660" "KhPolQ_K12n_592!" 12 0 -4 4 16.7630546142402
"1661" "KhPolQ_K12n_593" 12 0 -4 4 21.8860686282393
"1662" "KhPolQ_K12n_593!" 12 0 4 -4 21.8860686282393
"1663" "KhPolQ_K12n_594" 12 0 -4 6 6.40312423743285
"1664" "KhPolQ_K12n_594!" 12 0 4 -6 6.40312423743285
"1665" "KhPolQ_K12n_595" 12 0 2 -2 32.4499614791759
"1666" "KhPolQ_K12n_595!" 12 0 -2 2 32.4499614791759
"1667" "KhPolQ_K12n_596" 12 0 2 -2 33.5111921602321
"1668" "KhPolQ_K12n_596!" 12 0 -2 2 33.5111921602321
"1669" "KhPolQ_K12n_597" 12 0 -2 2 26.4007575648882
"1670" "KhPolQ_K12n_597!" 12 0 2 -2 26.4007575648882
"1671" "KhPolQ_K12n_598" 12 0 -2 2 35.3411940941446
"1672" "KhPolQ_K12n_598!" 12 0 2 -2 35.3411940941446
"1673" "KhPolQ_K12n_599" 12 0 -2 2 19.5703857907809
"1674" "KhPolQ_K12n_599!" 12 0 2 -2 19.5703857907809
"1675" "KhPolQ_K12n_600" 12 0 -6 6 22.6495033058122
"1676" "KhPolQ_K12n_600!" 12 0 6 -6 22.6495033058122
"1677" "KhPolQ_K12n_601" 12 0 -2 2 12.1243556529821
"1678" "KhPolQ_K12n_601!" 12 0 2 -2 12.1243556529821
"1679" "KhPolQ_K12n_602" 12 0 -2 2 34.8568501158667
"1680" "KhPolQ_K12n_602!" 12 0 2 -2 34.8568501158667
"1681" "KhPolQ_K12n_603" 12 0 -6 6 5.74456264653803
"1682" "KhPolQ_K12n_603!" 12 0 6 -6 5.74456264653803
"1683" "KhPolQ_K12n_604" 12 0 4 -4 28.7576076890968
"1684" "KhPolQ_K12n_604!" 12 0 -4 4 28.7576076890968
"1685" "KhPolQ_K12n_605" 12 0 0 0 7.81024967590665
"1686" "KhPolQ_K12n_605!" 12 0 0 0 7.81024967590665
"1687" "KhPolQ_K12n_606" 12 0 2 -2 27.7668867538296
"1688" "KhPolQ_K12n_606!" 12 0 -2 2 27.7668867538296
"1689" "KhPolQ_K12n_607" 12 0 2 -2 20.7605394920267
"1690" "KhPolQ_K12n_607!" 12 0 -2 2 20.7605394920267
"1691" "KhPolQ_K12n_608" 12 0 0 0 14.5945195193264
"1692" "KhPolQ_K12n_608!" 12 0 0 0 14.5945195193264
"1693" "KhPolQ_K12n_609" 12 0 -4 4 14.456832294801
"1694" "KhPolQ_K12n_609!" 12 0 4 -4 14.456832294801
"1695" "KhPolQ_K12n_610" 12 0 0 0 22.781571499789
"1696" "KhPolQ_K12n_610!" 12 0 0 0 22.781571499789
"1697" "KhPolQ_K12n_611" 12 0 -2 2 26.2868788561898
"1698" "KhPolQ_K12n_611!" 12 0 2 -2 26.2868788561898
"1699" "KhPolQ_K12n_612" 12 0 -2 2 33.570820663189
"1700" "KhPolQ_K12n_612!" 12 0 2 -2 33.570820663189
"1701" "KhPolQ_K12n_613" 12 0 0 0 41.3884041731498
"1702" "KhPolQ_K12n_613!" 12 0 0 0 41.3884041731498
"1703" "KhPolQ_K12n_614" 12 0 0 0 26.1725046566048
"1704" "KhPolQ_K12n_614!" 12 0 0 0 26.1725046566048
"1705" "KhPolQ_K12n_615" 12 0 -2 2 34.9714169000914
"1706" "KhPolQ_K12n_615!" 12 0 2 -2 34.9714169000914
"1707" "KhPolQ_K12n_616" 12 0 0 0 23.259406699226
"1708" "KhPolQ_K12n_616!" 12 0 0 0 23.259406699226
"1709" "KhPolQ_K12n_617" 12 0 4 -4 5.74456264653803
"1710" "KhPolQ_K12n_617!" 12 0 -4 4 5.74456264653803
"1711" "KhPolQ_K12n_618" 12 0 -2 2 37.9605057922046
"1712" "KhPolQ_K12n_618!" 12 0 2 -2 37.9605057922046
"1713" "KhPolQ_K12n_619" 12 0 4 -4 30.0166620396073
"1714" "KhPolQ_K12n_619!" 12 0 -4 4 30.0166620396073
"1715" "KhPolQ_K12n_620" 12 0 -2 2 50.9411425078001
"1716" "KhPolQ_K12n_620!" 12 0 2 -2 50.9411425078001
"1717" "KhPolQ_K12n_621" 12 0 2 -2 33.6600653594137
"1718" "KhPolQ_K12n_621!" 12 0 -2 2 33.6600653594137
"1719" "KhPolQ_K12n_622" 12 0 -2 2 35.1994318135961
"1720" "KhPolQ_K12n_622!" 12 0 2 -2 35.1994318135961
"1721" "KhPolQ_K12n_623" 12 0 -4 4 18.6815416922694
"1722" "KhPolQ_K12n_623!" 12 0 4 -4 18.6815416922694
"1723" "KhPolQ_K12n_624" 12 0 -4 6 6.70820393249937
"1724" "KhPolQ_K12n_624!" 12 0 4 -6 6.70820393249937
"1725" "KhPolQ_K12n_625" 12 0 2 -2 32.0780298646909
"1726" "KhPolQ_K12n_625!" 12 0 -2 2 32.0780298646909
"1727" "KhPolQ_K12n_626" 12 0 4 -4 54.3966910758366
"1728" "KhPolQ_K12n_626!" 12 0 -4 4 54.3966910758366
"1729" "KhPolQ_K12n_627" 12 0 0 0 41.6773319683494
"1730" "KhPolQ_K12n_627!" 12 0 0 0 41.6773319683494
"1731" "KhPolQ_K12n_628" 12 0 0 0 37.2424488990721
"1732" "KhPolQ_K12n_628!" 12 0 0 0 37.2424488990721
"1733" "KhPolQ_K12n_629" 12 0 2 -2 11.4455231422596
"1734" "KhPolQ_K12n_629!" 12 0 -2 2 11.4455231422596
"1735" "KhPolQ_K12n_630" 12 0 -2 0 7.41619848709566
"1736" "KhPolQ_K12n_630!" 12 0 2 0 7.41619848709566
"1737" "KhPolQ_K12n_631" 12 0 0 0 28.9654967159205
"1738" "KhPolQ_K12n_631!" 12 0 0 0 28.9654967159205
"1739" "KhPolQ_K12n_632" 12 0 2 -2 52.3354564325181
"1740" "KhPolQ_K12n_632!" 12 0 -2 2 52.3354564325181
"1741" "KhPolQ_K12n_633" 12 0 0 0 34.4528663539044
"1742" "KhPolQ_K12n_633!" 12 0 0 0 34.4528663539044
"1743" "KhPolQ_K12n_634" 12 0 -2 0 16.7630546142402
"1744" "KhPolQ_K12n_634!" 12 0 2 0 16.7630546142402
"1745" "KhPolQ_K12n_635" 12 0 0 0 55.8300994088314
"1746" "KhPolQ_K12n_635!" 12 0 0 0 55.8300994088314
"1747" "KhPolQ_K12n_636" 12 0 0 0 28.5482048472404
"1748" "KhPolQ_K12n_636!" 12 0 0 0 28.5482048472404
"1749" "KhPolQ_K12n_637" 12 0 -2 2 48.0728613668877
"1750" "KhPolQ_K12n_637!" 12 0 2 -2 48.0728613668877
"1751" "KhPolQ_K12n_638" 12 0 -6 6 6.70820393249937
"1752" "KhPolQ_K12n_638!" 12 0 6 -6 6.70820393249937
"1753" "KhPolQ_K12n_639" 12 0 -6 6 12.369316876853
"1754" "KhPolQ_K12n_639!" 12 0 6 -6 12.369316876853
"1755" "KhPolQ_K12n_640" 12 0 -6 8 10.816653826392
"1756" "KhPolQ_K12n_640!" 12 0 6 -8 10.816653826392
"1757" "KhPolQ_K12n_641" 12 0 4 -4 24.1867732448956
"1758" "KhPolQ_K12n_641!" 12 0 -4 4 24.1867732448956
"1759" "KhPolQ_K12n_642" 12 0 2 -4 10.6301458127346
"1760" "KhPolQ_K12n_642!" 12 0 -2 4 10.6301458127346
"1761" "KhPolQ_K12n_643" 12 0 -4 4 17.464249196573
"1762" "KhPolQ_K12n_643!" 12 0 4 -4 17.464249196573
"1763" "KhPolQ_K12n_644" 12 0 -6 6 4.35889894354067
"1764" "KhPolQ_K12n_644!" 12 0 6 -6 4.35889894354067
"1765" "KhPolQ_K12n_645" 12 0 2 -2 25.0798724079689
"1766" "KhPolQ_K12n_645!" 12 0 -2 2 25.0798724079689
"1767" "KhPolQ_K12n_646" 12 0 -2 2 36.5376518128902
"1768" "KhPolQ_K12n_646!" 12 0 2 -2 36.5376518128902
"1769" "KhPolQ_K12n_647" 12 0 -6 8 9.21954445729289
"1770" "KhPolQ_K12n_647!" 12 0 6 -8 9.21954445729289
"1771" "KhPolQ_K12n_648" 12 0 -6 6 6.08276253029822
"1772" "KhPolQ_K12n_648!" 12 0 6 -6 6.08276253029822
"1773" "KhPolQ_K12n_649" 12 0 -4 4 27.6586333718787
"1774" "KhPolQ_K12n_649!" 12 0 4 -4 27.6586333718787
"1775" "KhPolQ_K12n_650" 12 0 0 0 8.77496438739212
"1776" "KhPolQ_K12n_650!" 12 0 0 0 8.77496438739212
"1777" "KhPolQ_K12n_651" 12 0 -2 2 42.6028168082816
"1778" "KhPolQ_K12n_651!" 12 0 2 -2 42.6028168082816
"1779" "KhPolQ_K12n_652" 12 0 -2 2 49.54795656735
"1780" "KhPolQ_K12n_652!" 12 0 2 -2 49.54795656735
"1781" "KhPolQ_K12n_653" 12 0 -6 6 13.5277492584687
"1782" "KhPolQ_K12n_653!" 12 0 6 -6 13.5277492584687
"1783" "KhPolQ_K12n_654" 12 0 -4 4 16.0312195418814
"1784" "KhPolQ_K12n_654!" 12 0 4 -4 16.0312195418814
"1785" "KhPolQ_K12n_655" 12 0 -6 6 3.60555127546399
"1786" "KhPolQ_K12n_655!" 12 0 6 -6 3.60555127546399
"1787" "KhPolQ_K12n_656" 12 0 2 -2 35.2845575287547
"1788" "KhPolQ_K12n_656!" 12 0 -2 2 35.2845575287547
"1789" "KhPolQ_K12n_657" 12 0 0 0 28.6530975637888
"1790" "KhPolQ_K12n_657!" 12 0 0 0 28.6530975637888
"1791" "KhPolQ_K12n_658" 12 0 -4 4 31.288975694324
"1792" "KhPolQ_K12n_658!" 12 0 4 -4 31.288975694324
"1793" "KhPolQ_K12n_659" 12 0 -4 4 26.1725046566048
"1794" "KhPolQ_K12n_659!" 12 0 4 -4 26.1725046566048
"1795" "KhPolQ_K12n_660" 12 0 4 -6 17
"1796" "KhPolQ_K12n_660!" 12 0 -4 6 17
"1797" "KhPolQ_K12n_661" 12 0 -4 4 10.0498756211209
"1798" "KhPolQ_K12n_661!" 12 0 4 -4 10.0498756211209
"1799" "KhPolQ_K12n_662" 12 0 -2 2 20.952326839757
"1800" "KhPolQ_K12n_662!" 12 0 2 -2 20.952326839757
"1801" "KhPolQ_K12n_663" 12 0 -2 2 40.5092582010582
"1802" "KhPolQ_K12n_663!" 12 0 2 -2 40.5092582010582
"1803" "KhPolQ_K12n_664" 12 0 0 0 58.5576638878294
"1804" "KhPolQ_K12n_664!" 12 0 0 0 58.5576638878294
"1805" "KhPolQ_K12n_665" 12 0 2 -2 17.3493515728975
"1806" "KhPolQ_K12n_665!" 12 0 -2 2 17.3493515728975
"1807" "KhPolQ_K12n_666" 12 0 -4 4 28.7576076890968
"1808" "KhPolQ_K12n_666!" 12 0 4 -4 28.7576076890968
"1809" "KhPolQ_K12n_667" 12 0 -2 2 26.2488094968134
"1810" "KhPolQ_K12n_667!" 12 0 2 -2 26.2488094968134
"1811" "KhPolQ_K12n_668" 12 0 -4 4 36.7287353444139
"1812" "KhPolQ_K12n_668!" 12 0 4 -4 36.7287353444139
"1813" "KhPolQ_K12n_669" 12 0 -2 2 34.7706773014274
"1814" "KhPolQ_K12n_669!" 12 0 2 -2 34.7706773014274
"1815" "KhPolQ_K12n_670" 12 0 0 0 10.816653826392
"1816" "KhPolQ_K12n_670!" 12 0 0 0 10.816653826392
"1817" "KhPolQ_K12n_671" 12 0 -6 6 33.5410196624968
"1818" "KhPolQ_K12n_671!" 12 0 6 -6 33.5410196624968
"1819" "KhPolQ_K12n_672" 12 0 2 -2 20.6155281280883
"1820" "KhPolQ_K12n_672!" 12 0 -2 2 20.6155281280883
"1821" "KhPolQ_K12n_673" 12 0 0 -2 4.35889894354067
"1822" "KhPolQ_K12n_673!" 12 0 0 2 4.35889894354067
"1823" "KhPolQ_K12n_674" 12 0 -6 6 26.0959767013998
"1824" "KhPolQ_K12n_674!" 12 0 6 -6 26.0959767013998
"1825" "KhPolQ_K12n_675" 12 0 0 0 15.4596248337403
"1826" "KhPolQ_K12n_675!" 12 0 0 0 15.4596248337403
"1827" "KhPolQ_K12n_676" 12 0 0 0 7.14142842854285
"1828" "KhPolQ_K12n_676!" 12 0 0 0 7.14142842854285
"1829" "KhPolQ_K12n_677" 12 0 -4 4 31.3209195267317
"1830" "KhPolQ_K12n_677!" 12 0 4 -4 31.3209195267317
"1831" "KhPolQ_K12n_678" 12 0 -2 2 28.0891438103763
"1832" "KhPolQ_K12n_678!" 12 0 2 -2 28.0891438103763
"1833" "KhPolQ_K12n_679" 12 0 -8 10 10.2469507659596
"1834" "KhPolQ_K12n_679!" 12 0 8 -10 10.2469507659596
"1835" "KhPolQ_K12n_680" 12 0 -6 8 9.32737905308882
"1836" "KhPolQ_K12n_680!" 12 0 6 -8 9.32737905308882
"1837" "KhPolQ_K12n_681" 12 0 0 0 10.816653826392
"1838" "KhPolQ_K12n_681!" 12 0 0 0 10.816653826392
"1839" "KhPolQ_K12n_682" 12 0 -6 6 33.5410196624968
"1840" "KhPolQ_K12n_682!" 12 0 6 -6 33.5410196624968
"1841" "KhPolQ_K12n_683" 12 0 4 -4 31.7332633052449
"1842" "KhPolQ_K12n_683!" 12 0 -4 4 31.7332633052449
"1843" "KhPolQ_K12n_684" 12 0 4 -4 27.1477439209965
"1844" "KhPolQ_K12n_684!" 12 0 -4 4 27.1477439209965
"1845" "KhPolQ_K12n_685" 12 0 2 -2 27.7668867538296
"1846" "KhPolQ_K12n_685!" 12 0 -2 2 27.7668867538296
"1847" "KhPolQ_K12n_686" 12 0 -4 4 33.8082830087539
"1848" "KhPolQ_K12n_686!" 12 0 4 -4 33.8082830087539
"1849" "KhPolQ_K12n_687" 12 0 2 -2 37.7491721763537
"1850" "KhPolQ_K12n_687!" 12 0 -2 2 37.7491721763537
"1851" "KhPolQ_K12n_688" 12 0 -8 10 14.7986485869487
"1852" "KhPolQ_K12n_688!" 12 0 8 -10 14.7986485869487
"1853" "KhPolQ_K12n_689" 12 0 -6 8 5.91607978309962
"1854" "KhPolQ_K12n_689!" 12 0 6 -8 5.91607978309962
"1855" "KhPolQ_K12n_690" 12 0 0 0 18.3575597506858
"1856" "KhPolQ_K12n_690!" 12 0 0 0 18.3575597506858
"1857" "KhPolQ_K12n_691" 12 0 -6 8 14.9331845230681
"1858" "KhPolQ_K12n_691!" 12 0 6 -8 14.9331845230681
"1859" "KhPolQ_K12n_692" 12 0 -6 8 14.9331845230681
"1860" "KhPolQ_K12n_692!" 12 0 6 -8 14.9331845230681
"1861" "KhPolQ_K12n_693" 12 0 -4 6 9.9498743710662
"1862" "KhPolQ_K12n_693!" 12 0 4 -6 9.9498743710662
"1863" "KhPolQ_K12n_694" 12 0 -6 8 13.8202749610853
"1864" "KhPolQ_K12n_694!" 12 0 6 -8 13.8202749610853
"1865" "KhPolQ_K12n_695" 12 0 0 0 30.3809150619266
"1866" "KhPolQ_K12n_695!" 12 0 0 0 30.3809150619266
"1867" "KhPolQ_K12n_696" 12 0 -4 6 9.9498743710662
"1868" "KhPolQ_K12n_696!" 12 0 4 -6 9.9498743710662
"1869" "KhPolQ_K12n_697" 12 0 -4 4 11.0905365064094
"1870" "KhPolQ_K12n_697!" 12 0 4 -4 11.0905365064094
"1871" "KhPolQ_K12n_698" 12 0 4 -4 38.4577690460588
"1872" "KhPolQ_K12n_698!" 12 0 -4 4 38.4577690460588
"1873" "KhPolQ_K12n_699" 12 0 2 -2 15.9687194226713
"1874" "KhPolQ_K12n_699!" 12 0 -2 2 15.9687194226713
"1875" "KhPolQ_K12n_700" 12 0 4 -4 32.5729949498047
"1876" "KhPolQ_K12n_700!" 12 0 -4 4 32.5729949498047
"1877" "KhPolQ_K12n_701" 12 0 2 -2 21.3775583264319
"1878" "KhPolQ_K12n_701!" 12 0 -2 2 21.3775583264319
"1879" "KhPolQ_K12n_702" 12 0 0 0 43.1624837098145
"1880" "KhPolQ_K12n_702!" 12 0 0 0 43.1624837098145
"1881" "KhPolQ_K12n_703" 12 0 -4 4 25.4361946839538
"1882" "KhPolQ_K12n_703!" 12 0 4 -4 25.4361946839538
"1883" "KhPolQ_K12n_704" 12 0 0 0 21.095023109729
"1884" "KhPolQ_K12n_704!" 12 0 0 0 21.095023109729
"1885" "KhPolQ_K12n_705" 12 0 0 0 38.1968585095686
"1886" "KhPolQ_K12n_705!" 12 0 0 0 38.1968585095686
"1887" "KhPolQ_K12n_706" 12 0 0 0 17.9164728671689
"1888" "KhPolQ_K12n_706!" 12 0 0 0 17.9164728671689
"1889" "KhPolQ_K12n_707" 12 0 4 -4 30.1496268633627
"1890" "KhPolQ_K12n_707!" 12 0 -4 4 30.1496268633627
"1891" "KhPolQ_K12n_708" 12 0 0 0 17
"1892" "KhPolQ_K12n_708!" 12 0 0 0 17
"1893" "KhPolQ_K12n_709" 12 0 0 0 21.095023109729
"1894" "KhPolQ_K12n_709!" 12 0 0 0 21.095023109729
"1895" "KhPolQ_K12n_710" 12 0 -2 2 33.7786915081091
"1896" "KhPolQ_K12n_710!" 12 0 2 -2 33.7786915081091
"1897" "KhPolQ_K12n_711" 12 0 0 0 39.8622628559895
"1898" "KhPolQ_K12n_711!" 12 0 0 0 39.8622628559895
"1899" "KhPolQ_K12n_712" 12 0 2 -2 42.1307488658818
"1900" "KhPolQ_K12n_712!" 12 0 -2 2 42.1307488658818
"1901" "KhPolQ_K12n_713" 12 0 2 -2 31.859064644148
"1902" "KhPolQ_K12n_713!" 12 0 -2 2 31.859064644148
"1903" "KhPolQ_K12n_714" 12 0 -2 2 46.5725240887801
"1904" "KhPolQ_K12n_714!" 12 0 2 -2 46.5725240887801
"1905" "KhPolQ_K12n_715" 12 0 0 0 31.1929479209644
"1906" "KhPolQ_K12n_715!" 12 0 0 0 31.1929479209644
"1907" "KhPolQ_K12n_716" 12 0 -2 2 27.7308492477241
"1908" "KhPolQ_K12n_716!" 12 0 2 -2 27.7308492477241
"1909" "KhPolQ_K12n_717" 12 0 2 -2 18.3030052177231
"1910" "KhPolQ_K12n_717!" 12 0 -2 2 18.3030052177231
"1911" "KhPolQ_K12n_718" 12 0 2 -2 19.0525588832576
"1912" "KhPolQ_K12n_718!" 12 0 -2 2 19.0525588832576
"1913" "KhPolQ_K12n_719" 12 0 -2 2 19.4679223339318
"1914" "KhPolQ_K12n_719!" 12 0 2 -2 19.4679223339318
"1915" "KhPolQ_K12n_720" 12 0 -4 4 35.9583091927304
"1916" "KhPolQ_K12n_720!" 12 0 4 -4 35.9583091927304
"1917" "KhPolQ_K12n_721" 12 0 0 0 8.42614977317636
"1918" "KhPolQ_K12n_721!" 12 0 0 0 8.42614977317636
"1919" "KhPolQ_K12n_722" 12 0 -6 6 19
"1920" "KhPolQ_K12n_722!" 12 0 6 -6 19
"1921" "KhPolQ_K12n_723" 12 0 -2 2 6.2449979983984
"1922" "KhPolQ_K12n_723!" 12 0 2 -2 6.2449979983984
"1923" "KhPolQ_K12n_724" 12 0 -4 4 21.142374511866
"1924" "KhPolQ_K12n_724!" 12 0 4 -4 21.142374511866
"1925" "KhPolQ_K12n_725" 12 0 -8 10 3.60555127546399
"1926" "KhPolQ_K12n_725!" 12 0 8 -10 3.60555127546399
"1927" "KhPolQ_K12n_726" 12 0 -2 2 21.6101827849743
"1928" "KhPolQ_K12n_726!" 12 0 2 -2 21.6101827849743
"1929" "KhPolQ_K12n_727" 12 0 -2 2 32.0780298646909
"1930" "KhPolQ_K12n_727!" 12 0 2 -2 32.0780298646909
"1931" "KhPolQ_K12n_728" 12 0 -2 2 38.2491829978106
"1932" "KhPolQ_K12n_728!" 12 0 2 -2 38.2491829978106
"1933" "KhPolQ_K12n_729" 12 0 -4 4 26.8886593194975
"1934" "KhPolQ_K12n_729!" 12 0 4 -4 26.8886593194975
"1935" "KhPolQ_K12n_730" 12 0 -2 2 17.3493515728975
"1936" "KhPolQ_K12n_730!" 12 0 2 -2 17.3493515728975
"1937" "KhPolQ_K12n_731" 12 0 0 0 43.0697109347161
"1938" "KhPolQ_K12n_731!" 12 0 0 0 43.0697109347161
"1939" "KhPolQ_K12n_732" 12 0 -2 2 40.5832477754061
"1940" "KhPolQ_K12n_732!" 12 0 2 -2 40.5832477754061
"1941" "KhPolQ_K12n_733" 12 0 -2 2 46.4435140789325
"1942" "KhPolQ_K12n_733!" 12 0 2 -2 46.4435140789325
"1943" "KhPolQ_K12n_734" 12 0 -4 4 29.7825452236709
"1944" "KhPolQ_K12n_734!" 12 0 4 -4 29.7825452236709
"1945" "KhPolQ_K12n_735" 12 0 -2 2 24.3104915622864
"1946" "KhPolQ_K12n_735!" 12 0 2 -2 24.3104915622864
"1947" "KhPolQ_K12n_736" 12 0 2 -2 53.8423625038872
"1948" "KhPolQ_K12n_736!" 12 0 -2 2 53.8423625038872
"1949" "KhPolQ_K12n_737" 12 0 0 0 15.3297097167559
"1950" "KhPolQ_K12n_737!" 12 0 0 0 15.3297097167559
"1951" "KhPolQ_K12n_738" 12 0 -4 4 45.902069670114
"1952" "KhPolQ_K12n_738!" 12 0 4 -4 45.902069670114
"1953" "KhPolQ_K12n_739" 12 0 4 -4 7.41619848709566
"1954" "KhPolQ_K12n_739!" 12 0 -4 4 7.41619848709566
"1955" "KhPolQ_K12n_740" 12 0 0 0 37.4566416006561
"1956" "KhPolQ_K12n_740!" 12 0 0 0 37.4566416006561
"1957" "KhPolQ_K12n_741" 12 0 2 -2 33.4514573673555
"1958" "KhPolQ_K12n_741!" 12 0 -2 2 33.4514573673555
"1959" "KhPolQ_K12n_742" 12 0 2 -2 32.0780298646909
"1960" "KhPolQ_K12n_742!" 12 0 -2 2 32.0780298646909
"1961" "KhPolQ_K12n_743" 12 0 0 0 29.5465734053883
"1962" "KhPolQ_K12n_743!" 12 0 0 0 29.5465734053883
"1963" "KhPolQ_K12n_744" 12 0 -4 4 24.8797106092495
"1964" "KhPolQ_K12n_744!" 12 0 4 -4 24.8797106092495
"1965" "KhPolQ_K12n_745" 12 0 0 0 44.4409720865779
"1966" "KhPolQ_K12n_745!" 12 0 0 0 44.4409720865779
"1967" "KhPolQ_K12n_746" 12 0 2 -2 42.1781934179263
"1968" "KhPolQ_K12n_746!" 12 0 -2 2 42.1781934179263
"1969" "KhPolQ_K12n_747" 12 0 4 -4 35.8468966578698
"1970" "KhPolQ_K12n_747!" 12 0 -4 4 35.8468966578698
"1971" "KhPolQ_K12n_748" 12 0 -2 2 28.0535202782111
"1972" "KhPolQ_K12n_748!" 12 0 2 -2 28.0535202782111
"1973" "KhPolQ_K12n_749" 12 0 -2 4 2.64575131106459
"1974" "KhPolQ_K12n_749!" 12 0 2 -4 2.64575131106459
"1975" "KhPolQ_K12n_750" 12 0 -4 6 8.18535277187245
"1976" "KhPolQ_K12n_750!" 12 0 4 -6 8.18535277187245
"1977" "KhPolQ_K12n_751" 12 0 0 0 24.1039415863879
"1978" "KhPolQ_K12n_751!" 12 0 0 0 24.1039415863879
"1979" "KhPolQ_K12n_752" 12 0 -2 2 30.935416596516
"1980" "KhPolQ_K12n_752!" 12 0 2 -2 30.935416596516
"1981" "KhPolQ_K12n_753" 12 0 -4 4 37.2424488990721
"1982" "KhPolQ_K12n_753!" 12 0 4 -4 37.2424488990721
"1983" "KhPolQ_K12n_754" 12 0 0 0 36.9729630946723
"1984" "KhPolQ_K12n_754!" 12 0 0 0 36.9729630946723
"1985" "KhPolQ_K12n_755" 12 0 -2 2 42.2492603485552
"1986" "KhPolQ_K12n_755!" 12 0 2 -2 42.2492603485552
"1987" "KhPolQ_K12n_756" 12 0 -2 2 34.6265793863616
"1988" "KhPolQ_K12n_756!" 12 0 2 -2 34.6265793863616
"1989" "KhPolQ_K12n_757" 12 0 -2 2 41.1217703899042
"1990" "KhPolQ_K12n_757!" 12 0 2 -2 41.1217703899042
"1991" "KhPolQ_K12n_758" 12 0 -6 6 36.8103246386119
"1992" "KhPolQ_K12n_758!" 12 0 6 -6 36.8103246386119
"1993" "KhPolQ_K12n_759" 12 0 -2 2 39.255572852781
"1994" "KhPolQ_K12n_759!" 12 0 2 -2 39.255572852781
"1995" "KhPolQ_K12n_760" 12 0 0 0 44.3734154646676
"1996" "KhPolQ_K12n_760!" 12 0 0 0 44.3734154646676
"1997" "KhPolQ_K12n_761" 12 0 -4 4 21.6564078277077
"1998" "KhPolQ_K12n_761!" 12 0 4 -4 21.6564078277077
"1999" "KhPolQ_K12n_762" 12 0 -4 4 24.0624188310319
"2000" "KhPolQ_K12n_762!" 12 0 4 -4 24.0624188310319
"2001" "KhPolQ_K12n_763" 12 0 0 0 52.924474489597
"2002" "KhPolQ_K12n_763!" 12 0 0 0 52.924474489597
"2003" "KhPolQ_K12n_764" 12 0 -6 6 9.64365076099295
"2004" "KhPolQ_K12n_764!" 12 0 6 -6 9.64365076099295
"2005" "KhPolQ_K12n_765" 12 0 -4 4 48.7749935930288
"2006" "KhPolQ_K12n_765!" 12 0 4 -4 48.7749935930288
"2007" "KhPolQ_K12n_766" 12 0 -4 4 34.5398320783411
"2008" "KhPolQ_K12n_766!" 12 0 4 -4 34.5398320783411
"2009" "KhPolQ_K12n_767" 12 0 2 -2 26.4764045897475
"2010" "KhPolQ_K12n_767!" 12 0 -2 2 26.4764045897475
"2011" "KhPolQ_K12n_768" 12 0 0 0 8.88819441731559
"2012" "KhPolQ_K12n_768!" 12 0 0 0 8.88819441731559
"2013" "KhPolQ_K12n_769" 12 0 2 -2 30.7733651068582
"2014" "KhPolQ_K12n_769!" 12 0 -2 2 30.7733651068582
"2015" "KhPolQ_K12n_770" 12 0 -4 4 54.4150714416512
"2016" "KhPolQ_K12n_770!" 12 0 4 -4 54.4150714416512
"2017" "KhPolQ_K12n_771" 12 0 2 -2 36.4554522671164
"2018" "KhPolQ_K12n_771!" 12 0 -2 2 36.4554522671164
"2019" "KhPolQ_K12n_772" 12 0 -2 2 45.133136385587
"2020" "KhPolQ_K12n_772!" 12 0 2 -2 45.133136385587
"2021" "KhPolQ_K12n_773" 12 0 4 -4 31.224989991992
"2022" "KhPolQ_K12n_773!" 12 0 -4 4 31.224989991992
"2023" "KhPolQ_K12n_774" 12 0 2 -2 17.8044938147649
"2024" "KhPolQ_K12n_774!" 12 0 -2 2 17.8044938147649
"2025" "KhPolQ_K12n_775" 12 0 -2 2 46.6583325891528
"2026" "KhPolQ_K12n_775!" 12 0 2 -2 46.6583325891528
"2027" "KhPolQ_K12n_776" 12 0 -2 2 37.9605057922046
"2028" "KhPolQ_K12n_776!" 12 0 2 -2 37.9605057922046
"2029" "KhPolQ_K12n_777" 12 0 0 0 22.561028345357
"2030" "KhPolQ_K12n_777!" 12 0 0 0 22.561028345357
"2031" "KhPolQ_K12n_778" 12 0 -4 4 29.748949561287
"2032" "KhPolQ_K12n_778!" 12 0 4 -4 29.748949561287
"2033" "KhPolQ_K12n_779" 12 0 -2 2 39.6358423652128
