"knot_id" "number_of_crossings" "is_alternating" "signature" "s-value" "norm"
"6897" "KhPolQ_K13n_2323" 13 0 2 -2 53.9722150740545
"6898" "KhPolQ_K13n_2323!" 13 0 -2 2 53.9722150740545
"6899" "KhPolQ_K13n_2324" 13 0 2 -2 59.6908703236936
"6900" "KhPolQ_K13n_2324!" 13 0 -2 2 59.6908703236936
"6901" "KhPolQ_K13n_2325" 13 0 0 0 25.5538646783613
"6902" "KhPolQ_K13n_2325!" 13 0 0 0 25.5538646783613
"6903" "KhPolQ_K13n_2326" 13 0 2 -2 46.7867502611583
"6904" "KhPolQ_K13n_2326!" 13 0 -2 2 46.7867502611583
"6905" "KhPolQ_K13n_2327" 13 0 0 0 54.5802161959808
"6906" "KhPolQ_K13n_2327!" 13 0 0 0 54.5802161959808
"6907" "KhPolQ_K13n_2328" 13 0 0 0 14.7309198626562
"6908" "KhPolQ_K13n_2328!" 13 0 0 0 14.7309198626562
"6909" "KhPolQ_K13n_2329" 13 0 0 0 37.2692903071684
"6910" "KhPolQ_K13n_2329!" 13 0 0 0 37.2692903071684
"6911" "KhPolQ_K13n_2330" 13 0 0 0 43.2550575077643
"6912" "KhPolQ_K13n_2330!" 13 0 0 0 43.2550575077643
"6913" "KhPolQ_K13n_2331" 13 0 0 0 32.7261363439071
"6914" "KhPolQ_K13n_2331!" 13 0 0 0 32.7261363439071
"6915" "KhPolQ_K13n_2332" 13 0 0 0 46.4435140789325
"6916" "KhPolQ_K13n_2332!" 13 0 0 0 46.4435140789325
"6917" "KhPolQ_K13n_2333" 13 0 0 0 7.41619848709566
"6918" "KhPolQ_K13n_2333!" 13 0 0 0 7.41619848709566
"6919" "KhPolQ_K13n_2334" 13 0 -4 4 33.0605505096331
"6920" "KhPolQ_K13n_2334!" 13 0 4 -4 33.0605505096331
"6921" "KhPolQ_K13n_2335" 13 0 4 -4 53.3197899470731
"6922" "KhPolQ_K13n_2335!" 13 0 -4 4 53.3197899470731
"6923" "KhPolQ_K13n_2336" 13 0 -2 2 48.6518242206806
"6924" "KhPolQ_K13n_2336!" 13 0 2 -2 48.6518242206806
"6925" "KhPolQ_K13n_2337" 13 0 -2 0 11.5325625946708
"6926" "KhPolQ_K13n_2337!" 13 0 2 0 11.5325625946708
"6927" "KhPolQ_K13n_2338" 13 0 -2 0 19.723082923316
"6928" "KhPolQ_K13n_2338!" 13 0 2 0 19.723082923316
"6929" "KhPolQ_K13n_2339" 13 0 -2 2 62.185207244167
"6930" "KhPolQ_K13n_2339!" 13 0 2 -2 62.185207244167
"6931" "KhPolQ_K13n_2340" 13 0 0 0 71.3512438574129
"6932" "KhPolQ_K13n_2340!" 13 0 0 0 71.3512438574129
"6933" "KhPolQ_K13n_2341" 13 0 2 -2 47.1062628532555
"6934" "KhPolQ_K13n_2341!" 13 0 -2 2 47.1062628532555
"6935" "KhPolQ_K13n_2342" 13 0 0 0 16.8819430161341
"6936" "KhPolQ_K13n_2342!" 13 0 0 0 16.8819430161341
"6937" "KhPolQ_K13n_2343" 13 0 0 0 15.6524758424985
"6938" "KhPolQ_K13n_2343!" 13 0 0 0 15.6524758424985
"6939" "KhPolQ_K13n_2344" 13 0 2 -2 19.0525588832576
"6940" "KhPolQ_K13n_2344!" 13 0 -2 2 19.0525588832576
"6941" "KhPolQ_K13n_2345" 13 0 -4 4 61.781874364574
"6942" "KhPolQ_K13n_2345!" 13 0 4 -4 61.781874364574
"6943" "KhPolQ_K13n_2346" 13 0 4 -4 26.5141471671257
"6944" "KhPolQ_K13n_2346!" 13 0 -4 4 26.5141471671257
"6945" "KhPolQ_K13n_2347" 13 0 2 -2 29.6479341607472
"6946" "KhPolQ_K13n_2347!" 13 0 -2 2 29.6479341607472
"6947" "KhPolQ_K13n_2348" 13 0 2 -2 36.8103246386119
"6948" "KhPolQ_K13n_2348!" 13 0 -2 2 36.8103246386119
"6949" "KhPolQ_K13n_2349" 13 0 0 0 28.7923600977759
"6950" "KhPolQ_K13n_2349!" 13 0 0 0 28.7923600977759
"6951" "KhPolQ_K13n_2350" 13 0 -2 2 30.967725134404
"6952" "KhPolQ_K13n_2350!" 13 0 2 -2 30.967725134404
"6953" "KhPolQ_K13n_2351" 13 0 0 0 37.4299345444258
"6954" "KhPolQ_K13n_2351!" 13 0 0 0 37.4299345444258
"6955" "KhPolQ_K13n_2352" 13 0 2 -2 27.9463772249642
"6956" "KhPolQ_K13n_2352!" 13 0 -2 2 27.9463772249642
"6957" "KhPolQ_K13n_2353" 13 0 -4 4 43.1624837098145
"6958" "KhPolQ_K13n_2353!" 13 0 4 -4 43.1624837098145
"6959" "KhPolQ_K13n_2354" 13 0 -6 8 10.1488915650922
"6960" "KhPolQ_K13n_2354!" 13 0 6 -8 10.1488915650922
"6961" "KhPolQ_K13n_2355" 13 0 -4 4 10.0498756211209
"6962" "KhPolQ_K13n_2355!" 13 0 4 -4 10.0498756211209
"6963" "KhPolQ_K13n_2356" 13 0 -6 6 47.7598157450382
"6964" "KhPolQ_K13n_2356!" 13 0 6 -6 47.7598157450382
"6965" "KhPolQ_K13n_2357" 13 0 4 -4 12.4498995979887
"6966" "KhPolQ_K13n_2357!" 13 0 -4 4 12.4498995979887
"6967" "KhPolQ_K13n_2358" 13 0 -6 6 15.9687194226713
"6968" "KhPolQ_K13n_2358!" 13 0 6 -6 15.9687194226713
"6969" "KhPolQ_K13n_2359" 13 0 0 0 8.77496438739212
"6970" "KhPolQ_K13n_2359!" 13 0 0 0 8.77496438739212
"6971" "KhPolQ_K13n_2360" 13 0 -2 2 51.9711458407451
"6972" "KhPolQ_K13n_2360!" 13 0 2 -2 51.9711458407451
"6973" "KhPolQ_K13n_2361" 13 0 -2 2 32.5729949498047
"6974" "KhPolQ_K13n_2361!" 13 0 2 -2 32.5729949498047
"6975" "KhPolQ_K13n_2362" 13 0 -4 4 24.5967477524977
"6976" "KhPolQ_K13n_2362!" 13 0 4 -4 24.5967477524977
"6977" "KhPolQ_K13n_2363" 13 0 2 -2 35.1994318135961
"6978" "KhPolQ_K13n_2363!" 13 0 -2 2 35.1994318135961
"6979" "KhPolQ_K13n_2364" 13 0 -4 6 7.41619848709566
"6980" "KhPolQ_K13n_2364!" 13 0 4 -6 7.41619848709566
"6981" "KhPolQ_K13n_2365" 13 0 -4 4 25.1594912508182
"6982" "KhPolQ_K13n_2365!" 13 0 4 -4 25.1594912508182
"6983" "KhPolQ_K13n_2366" 13 0 -2 2 15.9687194226713
"6984" "KhPolQ_K13n_2366!" 13 0 2 -2 15.9687194226713
"6985" "KhPolQ_K13n_2367" 13 0 0 0 55.4887375960203
"6986" "KhPolQ_K13n_2367!" 13 0 0 0 55.4887375960203
"6987" "KhPolQ_K13n_2368" 13 0 -6 6 5.74456264653803
"6988" "KhPolQ_K13n_2368!" 13 0 6 -6 5.74456264653803
"6989" "KhPolQ_K13n_2369" 13 0 -4 4 35.5105618091294
"6990" "KhPolQ_K13n_2369!" 13 0 4 -4 35.5105618091294
"6991" "KhPolQ_K13n_2370" 13 0 2 -2 13.228756555323
"6992" "KhPolQ_K13n_2370!" 13 0 -2 2 13.228756555323
"6993" "KhPolQ_K13n_2371" 13 0 -4 4 23.1732604525129
"6994" "KhPolQ_K13n_2371!" 13 0 4 -4 23.1732604525129
"6995" "KhPolQ_K13n_2372" 13 0 -2 2 16.7630546142402
"6996" "KhPolQ_K13n_2372!" 13 0 2 -2 16.7630546142402
"6997" "KhPolQ_K13n_2373" 13 0 0 0 31.9530906173409
"6998" "KhPolQ_K13n_2373!" 13 0 0 0 31.9530906173409
"6999" "KhPolQ_K13n_2374" 13 0 -6 6 21.8403296678416
"7000" "KhPolQ_K13n_2374!" 13 0 6 -6 21.8403296678416
"7001" "KhPolQ_K13n_2375" 13 0 -4 4 52.773099207835
"7002" "KhPolQ_K13n_2375!" 13 0 4 -4 52.773099207835
"7003" "KhPolQ_K13n_2376" 13 0 0 0 9
"7004" "KhPolQ_K13n_2376!" 13 0 0 0 9
"7005" "KhPolQ_K13n_2377" 13 0 0 0 48.3838816136118
"7006" "KhPolQ_K13n_2377!" 13 0 0 0 48.3838816136118
"7007" "KhPolQ_K13n_2378" 13 0 2 -2 26.0959767013998
"7008" "KhPolQ_K13n_2378!" 13 0 -2 2 26.0959767013998
"7009" "KhPolQ_K13n_2379" 13 0 -4 4 40.4351332383115
"7010" "KhPolQ_K13n_2379!" 13 0 4 -4 40.4351332383115
"7011" "KhPolQ_K13n_2380" 13 0 -2 2 33.9263909073747
"7012" "KhPolQ_K13n_2380!" 13 0 2 -2 33.9263909073747
"7013" "KhPolQ_K13n_2381" 13 0 0 0 17.7482393492988
"7014" "KhPolQ_K13n_2381!" 13 0 0 0 17.7482393492988
"7015" "KhPolQ_K13n_2382" 13 0 -2 2 54.7265931700485
"7016" "KhPolQ_K13n_2382!" 13 0 2 -2 54.7265931700485
"7017" "KhPolQ_K13n_2383" 13 0 0 0 19.7737199332852
"7018" "KhPolQ_K13n_2383!" 13 0 0 0 19.7737199332852
"7019" "KhPolQ_K13n_2384" 13 0 2 -2 31.1608729017658
"7020" "KhPolQ_K13n_2384!" 13 0 -2 2 31.1608729017658
"7021" "KhPolQ_K13n_2385" 13 0 -4 4 34.5976877840124
"7022" "KhPolQ_K13n_2385!" 13 0 4 -4 34.5976877840124
"7023" "KhPolQ_K13n_2386" 13 0 2 -2 19.4164878389476
"7024" "KhPolQ_K13n_2386!" 13 0 -2 2 19.4164878389476
"7025" "KhPolQ_K13n_2387" 13 0 0 0 30.2489669245083
"7026" "KhPolQ_K13n_2387!" 13 0 0 0 30.2489669245083
"7027" "KhPolQ_K13n_2388" 13 0 -2 2 35.1140997321589
"7028" "KhPolQ_K13n_2388!" 13 0 2 -2 35.1140997321589
"7029" "KhPolQ_K13n_2389" 13 0 0 0 41.9404339510215
"7030" "KhPolQ_K13n_2389!" 13 0 0 0 41.9404339510215
"7031" "KhPolQ_K13n_2390" 13 0 -6 8 7.54983443527075
"7032" "KhPolQ_K13n_2390!" 13 0 6 -8 7.54983443527075
"7033" "KhPolQ_K13n_2391" 13 0 -6 6 9.64365076099295
"7034" "KhPolQ_K13n_2391!" 13 0 6 -6 9.64365076099295
"7035" "KhPolQ_K13n_2392" 13 0 -6 6 7
"7036" "KhPolQ_K13n_2392!" 13 0 6 -6 7
"7037" "KhPolQ_K13n_2393" 13 0 4 -4 9.74679434480896
"7038" "KhPolQ_K13n_2393!" 13 0 -4 4 9.74679434480896
"7039" "KhPolQ_K13n_2394" 13 0 -6 6 44.8218696620299
"7040" "KhPolQ_K13n_2394!" 13 0 6 -6 44.8218696620299
"7041" "KhPolQ_K13n_2395" 13 0 -4 4 22.6053091109146
"7042" "KhPolQ_K13n_2395!" 13 0 4 -4 22.6053091109146
"7043" "KhPolQ_K13n_2396" 13 0 2 -2 27.4043792120894
"7044" "KhPolQ_K13n_2396!" 13 0 -2 2 27.4043792120894
"7045" "KhPolQ_K13n_2397" 13 0 -4 4 49.7091540865463
"7046" "KhPolQ_K13n_2397!" 13 0 4 -4 49.7091540865463
"7047" "KhPolQ_K13n_2398" 13 0 -2 2 34.3947670438397
"7048" "KhPolQ_K13n_2398!" 13 0 2 -2 34.3947670438397
"7049" "KhPolQ_K13n_2399" 13 0 4 -4 52.6972485050216
"7050" "KhPolQ_K13n_2399!" 13 0 -4 4 52.6972485050216
"7051" "KhPolQ_K13n_2400" 13 0 0 0 8.88819441731559
"7052" "KhPolQ_K13n_2400!" 13 0 0 0 8.88819441731559
"7053" "KhPolQ_K13n_2401" 13 0 0 0 8.88819441731559
"7054" "KhPolQ_K13n_2401!" 13 0 0 0 8.88819441731559
"7055" "KhPolQ_K13n_2402" 13 0 -2 2 46.1410879802373
"7056" "KhPolQ_K13n_2402!" 13 0 2 -2 46.1410879802373
"7057" "KhPolQ_K13n_2403" 13 0 -4 4 52.6972485050216
"7058" "KhPolQ_K13n_2403!" 13 0 4 -4 52.6972485050216
"7059" "KhPolQ_K13n_2404" 13 0 -6 6 21.6564078277077
"7060" "KhPolQ_K13n_2404!" 13 0 6 -6 21.6564078277077
"7061" "KhPolQ_K13n_2405" 13 0 -8 10 30.2489669245083
"7062" "KhPolQ_K13n_2405!" 13 0 8 -10 30.2489669245083
"7063" "KhPolQ_K13n_2406" 13 0 6 -6 21.6564078277077
"7064" "KhPolQ_K13n_2406!" 13 0 -6 6 21.6564078277077
"7065" "KhPolQ_K13n_2407" 13 0 -4 4 40.2864741569674
"7066" "KhPolQ_K13n_2407!" 13 0 4 -4 40.2864741569674
"7067" "KhPolQ_K13n_2408" 13 0 0 0 18.2482875908947
"7068" "KhPolQ_K13n_2408!" 13 0 0 0 18.2482875908947
"7069" "KhPolQ_K13n_2409" 13 0 -6 8 12.5299640861417
"7070" "KhPolQ_K13n_2409!" 13 0 6 -8 12.5299640861417
"7071" "KhPolQ_K13n_2410" 13 0 -2 2 33.7490740613724
"7072" "KhPolQ_K13n_2410!" 13 0 2 -2 33.7490740613724
"7073" "KhPolQ_K13n_2411" 13 0 0 0 18.2482875908947
"7074" "KhPolQ_K13n_2411!" 13 0 0 0 18.2482875908947
"7075" "KhPolQ_K13n_2412" 13 0 4 -4 40.2864741569674
"7076" "KhPolQ_K13n_2412!" 13 0 -4 4 40.2864741569674
"7077" "KhPolQ_K13n_2413" 13 0 -4 4 65.0153827951509
"7078" "KhPolQ_K13n_2413!" 13 0 4 -4 65.0153827951509
"7079" "KhPolQ_K13n_2414" 13 0 -2 2 33.7490740613724
"7080" "KhPolQ_K13n_2414!" 13 0 2 -2 33.7490740613724
"7081" "KhPolQ_K13n_2415" 13 0 0 0 8.77496438739212
"7082" "KhPolQ_K13n_2415!" 13 0 0 0 8.77496438739212
"7083" "KhPolQ_K13n_2416" 13 0 -2 2 31.0644491340181
"7084" "KhPolQ_K13n_2416!" 13 0 2 -2 31.0644491340181
"7085" "KhPolQ_K13n_2417" 13 0 6 -6 44.9332838773219
"7086" "KhPolQ_K13n_2417!" 13 0 -6 6 44.9332838773219
"7087" "KhPolQ_K13n_2418" 13 0 4 -4 55.8300994088314
"7088" "KhPolQ_K13n_2418!" 13 0 -4 4 55.8300994088314
"7089" "KhPolQ_K13n_2419" 13 0 -4 4 14.1774468787578
"7090" "KhPolQ_K13n_2419!" 13 0 4 -4 14.1774468787578
"7091" "KhPolQ_K13n_2420" 13 0 6 -6 35.2845575287547
"7092" "KhPolQ_K13n_2420!" 13 0 -6 6 35.2845575287547
"7093" "KhPolQ_K13n_2421" 13 0 2 -2 17.464249196573
"7094" "KhPolQ_K13n_2421!" 13 0 -2 2 17.464249196573
"7095" "KhPolQ_K13n_2422" 13 0 -4 2 6.85565460040104
"7096" "KhPolQ_K13n_2422!" 13 0 4 -2 6.85565460040104
"7097" "KhPolQ_K13n_2423" 13 0 4 -4 43.1624837098145
"7098" "KhPolQ_K13n_2423!" 13 0 -4 4 43.1624837098145
"7099" "KhPolQ_K13n_2424" 13 0 0 0 39.9374510954317
"7100" "KhPolQ_K13n_2424!" 13 0 0 0 39.9374510954317
"7101" "KhPolQ_K13n_2425" 13 0 -2 2 12.5299640861417
"7102" "KhPolQ_K13n_2425!" 13 0 2 -2 12.5299640861417
"7103" "KhPolQ_K13n_2426" 13 0 2 -2 67.8159273327439
"7104" "KhPolQ_K13n_2426!" 13 0 -2 2 67.8159273327439
"7105" "KhPolQ_K13n_2427" 13 0 -2 2 49.8698305591667
"7106" "KhPolQ_K13n_2427!" 13 0 2 -2 49.8698305591667
"7107" "KhPolQ_K13n_2428" 13 0 -6 6 17.058722109232
"7108" "KhPolQ_K13n_2428!" 13 0 6 -6 17.058722109232
"7109" "KhPolQ_K13n_2429" 13 0 2 -2 34.7131099154196
"7110" "KhPolQ_K13n_2429!" 13 0 -2 2 34.7131099154196
"7111" "KhPolQ_K13n_2430" 13 0 -2 2 44.2605919526615
"7112" "KhPolQ_K13n_2430!" 13 0 2 -2 44.2605919526615
"7113" "KhPolQ_K13n_2431" 13 0 -2 2 59.2705660509498
"7114" "KhPolQ_K13n_2431!" 13 0 2 -2 59.2705660509498
"7115" "KhPolQ_K13n_2432" 13 0 -2 2 39.255572852781
"7116" "KhPolQ_K13n_2432!" 13 0 2 -2 39.255572852781
"7117" "KhPolQ_K13n_2433" 13 0 0 0 24.0624188310319
"7118" "KhPolQ_K13n_2433!" 13 0 0 0 24.0624188310319
"7119" "KhPolQ_K13n_2434" 13 0 -4 4 30.1164406927512
"7120" "KhPolQ_K13n_2434!" 13 0 4 -4 30.1164406927512
"7121" "KhPolQ_K13n_2435" 13 0 -2 2 41.097445176069
"7122" "KhPolQ_K13n_2435!" 13 0 2 -2 41.097445176069
"7123" "KhPolQ_K13n_2436" 13 0 2 -2 11.3578166916005
"7124" "KhPolQ_K13n_2436!" 13 0 -2 2 11.3578166916005
"7125" "KhPolQ_K13n_2437" 13 0 -6 6 33.0907842155486
"7126" "KhPolQ_K13n_2437!" 13 0 6 -6 33.0907842155486
"7127" "KhPolQ_K13n_2438" 13 0 2 -2 33.6600653594137
"7128" "KhPolQ_K13n_2438!" 13 0 -2 2 33.6600653594137
"7129" "KhPolQ_K13n_2439" 13 0 -2 2 17.8605710994918
"7130" "KhPolQ_K13n_2439!" 13 0 2 -2 17.8605710994918
"7131" "KhPolQ_K13n_2440" 13 0 0 0 39.4334883062607
"7132" "KhPolQ_K13n_2440!" 13 0 0 0 39.4334883062607
"7133" "KhPolQ_K13n_2441" 13 0 2 -2 35.5105618091294
"7134" "KhPolQ_K13n_2441!" 13 0 -2 2 35.5105618091294
"7135" "KhPolQ_K13n_2442" 13 0 -4 4 26.6645832519468
"7136" "KhPolQ_K13n_2442!" 13 0 4 -4 26.6645832519468
"7137" "KhPolQ_K13n_2443" 13 0 -2 4 24.1453929352993
"7138" "KhPolQ_K13n_2443!" 13 0 2 -4 24.1453929352993
"7139" "KhPolQ_K13n_2444" 13 0 0 0 46.4865571966778
"7140" "KhPolQ_K13n_2444!" 13 0 0 0 46.4865571966778
"7141" "KhPolQ_K13n_2445" 13 0 0 0 9.32737905308882
"7142" "KhPolQ_K13n_2445!" 13 0 0 0 9.32737905308882
"7143" "KhPolQ_K13n_2446" 13 0 2 -2 30.1164406927512
"7144" "KhPolQ_K13n_2446!" 13 0 -2 2 30.1164406927512
"7145" "KhPolQ_K13n_2447" 13 0 0 0 47.7807492616012
"7146" "KhPolQ_K13n_2447!" 13 0 0 0 47.7807492616012
"7147" "KhPolQ_K13n_2448" 13 0 -2 2 25.7099202643649
"7148" "KhPolQ_K13n_2448!" 13 0 2 -2 25.7099202643649
"7149" "KhPolQ_K13n_2449" 13 0 -4 4 43.6463056855904
"7150" "KhPolQ_K13n_2449!" 13 0 4 -4 43.6463056855904
"7151" "KhPolQ_K13n_2450" 13 0 -4 4 16.9410743460974
"7152" "KhPolQ_K13n_2450!" 13 0 4 -4 16.9410743460974
"7153" "KhPolQ_K13n_2451" 13 0 0 0 41.8927201313068
"7154" "KhPolQ_K13n_2451!" 13 0 0 0 41.8927201313068
"7155" "KhPolQ_K13n_2452" 13 0 -6 6 8.42614977317636
"7156" "KhPolQ_K13n_2452!" 13 0 6 -6 8.42614977317636
"7157" "KhPolQ_K13n_2453" 13 0 2 -2 46.6154480832267
"7158" "KhPolQ_K13n_2453!" 13 0 -2 2 46.6154480832267
"7159" "KhPolQ_K13n_2454" 13 0 0 0 39.1024295920343
"7160" "KhPolQ_K13n_2454!" 13 0 0 0 39.1024295920343
"7161" "KhPolQ_K13n_2455" 13 0 -2 2 59.5902676617583
"7162" "KhPolQ_K13n_2455!" 13 0 2 -2 59.5902676617583
"7163" "KhPolQ_K13n_2456" 13 0 -2 2 46.6154480832267
"7164" "KhPolQ_K13n_2456!" 13 0 2 -2 46.6154480832267
"7165" "KhPolQ_K13n_2457" 13 0 2 -2 59.2536918681022
"7166" "KhPolQ_K13n_2457!" 13 0 -2 2 59.2536918681022
"7167" "KhPolQ_K13n_2458" 13 0 0 2 13.6014705087354
"7168" "KhPolQ_K13n_2458!" 13 0 0 -2 13.6014705087354
"7169" "KhPolQ_K13n_2459" 13 0 -2 2 59.2536918681022
"7170" "KhPolQ_K13n_2459!" 13 0 2 -2 59.2536918681022
"7171" "KhPolQ_K13n_2460" 13 0 -4 4 53.1319113151409
"7172" "KhPolQ_K13n_2460!" 13 0 4 -4 53.1319113151409
"7173" "KhPolQ_K13n_2461" 13 0 4 -4 53.1319113151409
"7174" "KhPolQ_K13n_2461!" 13 0 -4 4 53.1319113151409
"7175" "KhPolQ_K13n_2462" 13 0 -4 2 8.54400374531753
"7176" "KhPolQ_K13n_2462!" 13 0 4 -2 8.54400374531753
"7177" "KhPolQ_K13n_2463" 13 0 -2 2 60.770058416954
"7178" "KhPolQ_K13n_2463!" 13 0 2 -2 60.770058416954
"7179" "KhPolQ_K13n_2464" 13 0 -2 2 34.132096331752
"7180" "KhPolQ_K13n_2464!" 13 0 2 -2 34.132096331752
"7181" "KhPolQ_K13n_2465" 13 0 -6 6 30.3809150619266
"7182" "KhPolQ_K13n_2465!" 13 0 6 -6 30.3809150619266
"7183" "KhPolQ_K13n_2466" 13 0 0 0 11
"7184" "KhPolQ_K13n_2466!" 13 0 0 0 11
"7185" "KhPolQ_K13n_2467" 13 0 -2 2 63.5531273817426
"7186" "KhPolQ_K13n_2467!" 13 0 2 -2 63.5531273817426
"7187" "KhPolQ_K13n_2468" 13 0 -4 4 50.1896403653184
"7188" "KhPolQ_K13n_2468!" 13 0 4 -4 50.1896403653184
"7189" "KhPolQ_K13n_2469" 13 0 -2 2 60.605280298007
"7190" "KhPolQ_K13n_2469!" 13 0 2 -2 60.605280298007
"7191" "KhPolQ_K13n_2470" 13 0 4 -4 48.5077313425396
"7192" "KhPolQ_K13n_2470!" 13 0 -4 4 48.5077313425396
"7193" "KhPolQ_K13n_2471" 13 0 0 0 14.5945195193264
"7194" "KhPolQ_K13n_2471!" 13 0 0 0 14.5945195193264
"7195" "KhPolQ_K13n_2472" 13 0 0 0 23.685438564654
"7196" "KhPolQ_K13n_2472!" 13 0 0 0 23.685438564654
"7197" "KhPolQ_K13n_2473" 13 0 0 0 32.4807635378234
"7198" "KhPolQ_K13n_2473!" 13 0 0 0 32.4807635378234
"7199" "KhPolQ_K13n_2474" 13 0 4 -4 57.1401785086466
"7200" "KhPolQ_K13n_2474!" 13 0 -4 4 57.1401785086466
"7201" "KhPolQ_K13n_2475" 13 0 -2 0 16.7630546142402
"7202" "KhPolQ_K13n_2475!" 13 0 2 0 16.7630546142402
"7203" "KhPolQ_K13n_2476" 13 0 0 0 44.9110231457712
"7204" "KhPolQ_K13n_2476!" 13 0 0 0 44.9110231457712
"7205" "KhPolQ_K13n_2477" 13 0 2 -2 52.3354564325181
"7206" "KhPolQ_K13n_2477!" 13 0 -2 2 52.3354564325181
"7207" "KhPolQ_K13n_2478" 13 0 0 0 45.9456200306406
"7208" "KhPolQ_K13n_2478!" 13 0 0 0 45.9456200306406
"7209" "KhPolQ_K13n_2479" 13 0 -4 4 18.2482875908947
"7210" "KhPolQ_K13n_2479!" 13 0 4 -4 18.2482875908947
"7211" "KhPolQ_K13n_2480" 13 0 2 -2 8.66025403784439
"7212" "KhPolQ_K13n_2480!" 13 0 -2 2 8.66025403784439
"7213" "KhPolQ_K13n_2481" 13 0 4 -4 26.4007575648882
"7214" "KhPolQ_K13n_2481!" 13 0 -4 4 26.4007575648882
"7215" "KhPolQ_K13n_2482" 13 0 2 -2 49.0407993409569
"7216" "KhPolQ_K13n_2482!" 13 0 -2 2 49.0407993409569
"7217" "KhPolQ_K13n_2483" 13 0 -2 2 49.749371855331
"7218" "KhPolQ_K13n_2483!" 13 0 2 -2 49.749371855331
"7219" "KhPolQ_K13n_2484" 13 0 -2 2 30.4138126514911
"7220" "KhPolQ_K13n_2484!" 13 0 2 -2 30.4138126514911
"7221" "KhPolQ_K13n_2485" 13 0 2 0 7.54983443527075
"7222" "KhPolQ_K13n_2485!" 13 0 -2 0 7.54983443527075
"7223" "KhPolQ_K13n_2486" 13 0 2 -2 21.095023109729
"7224" "KhPolQ_K13n_2486!" 13 0 -2 2 21.095023109729
"7225" "KhPolQ_K13n_2487" 13 0 0 0 56.9824534396335
"7226" "KhPolQ_K13n_2487!" 13 0 0 0 56.9824534396335
"7227" "KhPolQ_K13n_2488" 13 0 0 0 23.9791576165636
"7228" "KhPolQ_K13n_2488!" 13 0 0 0 23.9791576165636
"7229" "KhPolQ_K13n_2489" 13 0 0 0 48.8978527135906
"7230" "KhPolQ_K13n_2489!" 13 0 0 0 48.8978527135906
"7231" "KhPolQ_K13n_2490" 13 0 -4 4 12.1243556529821
"7232" "KhPolQ_K13n_2490!" 13 0 4 -4 12.1243556529821
"7233" "KhPolQ_K13n_2491" 13 0 -4 4 10.7238052947636
"7234" "KhPolQ_K13n_2491!" 13 0 4 -4 10.7238052947636
"7235" "KhPolQ_K13n_2492" 13 0 -6 6 7
"7236" "KhPolQ_K13n_2492!" 13 0 6 -6 7
"7237" "KhPolQ_K13n_2493" 13 0 2 -2 78.9240140895026
"7238" "KhPolQ_K13n_2493!" 13 0 -2 2 78.9240140895026
"7239" "KhPolQ_K13n_2494" 13 0 0 0 54.7813836992093
"7240" "KhPolQ_K13n_2494!" 13 0 0 0 54.7813836992093
"7241" "KhPolQ_K13n_2495" 13 0 2 -2 42.7200187265877
"7242" "KhPolQ_K13n_2495!" 13 0 -2 2 42.7200187265877
"7243" "KhPolQ_K13n_2496" 13 0 2 -2 35.0856095856977
"7244" "KhPolQ_K13n_2496!" 13 0 -2 2 35.0856095856977
"7245" "KhPolQ_K13n_2497" 13 0 0 0 33.3316666249979
"7246" "KhPolQ_K13n_2497!" 13 0 0 0 33.3316666249979
"7247" "KhPolQ_K13n_2498" 13 0 -2 2 12.5299640861417
"7248" "KhPolQ_K13n_2498!" 13 0 2 -2 12.5299640861417
"7249" "KhPolQ_K13n_2499" 13 0 -2 2 39.4841740447993
"7250" "KhPolQ_K13n_2499!" 13 0 2 -2 39.4841740447993
"7251" "KhPolQ_K13n_2500" 13 0 -2 2 30.8706980808663
"7252" "KhPolQ_K13n_2500!" 13 0 2 -2 30.8706980808663
"7253" "KhPolQ_K13n_2501" 13 0 -4 4 17.2916164657906
"7254" "KhPolQ_K13n_2501!" 13 0 4 -4 17.2916164657906
"7255" "KhPolQ_K13n_2502" 13 0 0 0 55.7225268630201
"7256" "KhPolQ_K13n_2502!" 13 0 0 0 55.7225268630201
"7257" "KhPolQ_K13n_2503" 13 0 -2 2 9.1104335791443
"7258" "KhPolQ_K13n_2503!" 13 0 2 -2 9.1104335791443
"7259" "KhPolQ_K13n_2504" 13 0 -2 2 22.0680764907139
"7260" "KhPolQ_K13n_2504!" 13 0 2 -2 22.0680764907139
"7261" "KhPolQ_K13n_2505" 13 0 0 0 71.3512438574129
"7262" "KhPolQ_K13n_2505!" 13 0 0 0 71.3512438574129
"7263" "KhPolQ_K13n_2506" 13 0 -2 2 69.3902010373223
"7264" "KhPolQ_K13n_2506!" 13 0 2 -2 69.3902010373223
"7265" "KhPolQ_K13n_2507" 13 0 0 0 50.5470078244004
"7266" "KhPolQ_K13n_2507!" 13 0 0 0 50.5470078244004
"7267" "KhPolQ_K13n_2508" 13 0 0 0 14.3178210632764
"7268" "KhPolQ_K13n_2508!" 13 0 0 0 14.3178210632764
"7269" "KhPolQ_K13n_2509" 13 0 -2 2 47.021271782035
"7270" "KhPolQ_K13n_2509!" 13 0 2 -2 47.021271782035
"7271" "KhPolQ_K13n_2510" 13 0 -2 2 23.259406699226
"7272" "KhPolQ_K13n_2510!" 13 0 2 -2 23.259406699226
"7273" "KhPolQ_K13n_2511" 13 0 -2 2 24.8797106092495
